entity,org_mean_yes_margin,org_stem0
Beamman,-5.9375,-5.9375
Epigrammatism,-6.21875,-6.21875
Myophysical,-5.96875,-5.96875
Poultice,-5.21875,-5.21875
Phlebalgia,-5.71875,-5.71875
Penscript,-5.59375,-5.59375
Galopade,-6.0625,-6.0625
Bethreaten,-5.5,-5.5
Stylelike,-5.84375,-5.84375
Whangdoodle,-5.25,-5.25
Scaphion,-5.71875,-5.71875
Diabetogenic,-5.25,-5.25
Prepositorial,-5.625,-5.625
Fieldmice,-5.96875,-5.96875
Deiphobus,-5.84375,-5.84375
Spirituel,-6.21875,-6.21875
Cosines,-5.71875,-5.71875
Cerolite,-5.6875,-5.6875
Alliterates,-5.84375,-5.84375
Antiricin,-5.96875,-5.96875
Disconsonancy,-5.59375,-5.59375
Loather,-5.59375,-5.59375
Partiary,-5.59375,-5.59375
Tarcel,-5.9375,-5.9375
Serfism,-5.96875,-5.96875
Azophenylene,-5.8125,-5.8125
Lactigenous,-5.8125,-5.8125
Indefectible,-5.84375,-5.84375
Trichostasis,-5.96875,-5.96875
Phenylic,-5.5,-5.5
Ooscopy,-5.84375,-5.84375
Copartner,-5.84375,-5.84375
Relubricate,-5.84375,-5.84375
Qualmiest,-5.71875,-5.71875
Hydrogens,-5.625,-5.625
Matajuelo,-5.84375,-5.84375
Hostiles,-5.71875,-5.71875
Disboard,-5.59375,-5.59375
Cerulein,-5.6875,-5.6875
Polypi,-5.84375,-5.84375
Pseudepigrapha,-5.96875,-5.96875
Acetocinnamene,-5.84375,-5.84375
Trunnions,-5.59375,-5.59375
Scandinavians,-6.3125,-6.3125
Tetrole,-5.96875,-5.96875
Sesbania,-5.71875,-5.71875
Tribunate,-5.84375,-5.84375
Bolsterwork,-5.84375,-5.84375
Siccative,-5.59375,-5.59375
Interminister,-5.84375,-5.84375
Dawson,-5.84375,-5.84375
Coccal,-5.9375,-5.9375
Spermosphere,-5.84375,-5.84375
Withstrain,-5.5,-5.5
Quadrumvirate,-5.96875,-5.96875
Misenjoy,-5.96875,-5.96875
Lemovices,-5.8125,-5.8125
Aporrhoea,-5.96875,-5.96875
Nonmorality,-5.46875,-5.46875
Disseizor,-5.71875,-5.71875
Unperforative,-5.59375,-5.59375
Tangipahoa,-6.09375,-6.09375
Bunglesome,-5.46875,-5.46875
Layout,-5.625,-5.625
Capita,-5.71875,-5.71875
Spalpeen,-5.5625,-5.5625
Lendee,-5.6875,-5.6875
Precontrives,-5.59375,-5.59375
Mothproof,-6.09375,-6.09375
Nonprofession,-5.6875,-5.6875
Overtare,-5.84375,-5.84375
Floorhead,-5.96875,-5.96875
Weathergleam,-5.46875,-5.46875
Sclerosarcoma,-5.96875,-5.96875
Trophoplasmic,-5.5,-5.5
Junefish,-5.96875,-5.96875
Pastoral,-5.9375,-5.9375
Steads,-5.84375,-5.84375
Remould,-5.8125,-5.8125
Troves,-5.375,-5.375
Metabolic,-5.8125,-5.8125
Intertissue,-5.71875,-5.71875
Subpulverizer,-5.25,-5.25
Undershapen,-5.71875,-5.71875
Nigritudinous,-5.84375,-5.84375
Keelfat,-5.84375,-5.84375
Twiglet,-5.96875,-5.96875
Chomage,-6.21875,-6.21875
Salivous,-5.71875,-5.71875
Thatchwork,-5.96875,-5.96875
Liveyer,-5.71875,-5.71875
Kippen,-5.8125,-5.8125
Dromical,-5.71875,-5.71875
Scatophagidae,-5.84375,-5.84375
Dislocator,-5.46875,-5.46875
Supervisionary,-5.59375,-5.59375
Piculs,-5.625,-5.625
Enervates,-5.59375,-5.59375
Semiterete,-5.5,-5.5
Shrubland,-5.8125,-5.8125
Miticides,-6.0625,-6.0625
Maharajah,-5.71875,-5.71875
Petals,-5.6875,-5.6875
Diggings,-5.71875,-5.71875
Enchannel,-5.9375,-5.9375
Jimbang,-6.1875,-6.1875
Balldress,-5.71875,-5.71875
Reexecute,-5.8125,-5.8125
Epochs,-5.9375,-5.9375
Dextrocardial,-5.84375,-5.84375
Embolectomies,-5.84375,-5.84375
Gamier,-5.84375,-5.84375
Foldskirt,-5.46875,-5.46875
Tsotsi,-6.46875,-6.46875
Naturalistic,-5.84375,-5.84375
Baryphonia,-5.59375,-5.59375
Carryovers,-5.84375,-5.84375
Chaprassi,-5.84375,-5.84375
Desecrations,-5.84375,-5.84375
Hideout,-5.59375,-5.59375
Puristical,-5.59375,-5.59375
Checkpoints,-5.96875,-5.96875
Readvise,-5.84375,-5.84375
Curtain,-5.6875,-5.6875
Astream,-5.71875,-5.71875
Indicatoridae,-6.09375,-6.09375
Illuminatism,-5.84375,-5.84375
Fulminant,-5.625,-5.625
Nematognathous,-5.71875,-5.71875
Lernaea,-5.8125,-5.8125
Inducteous,-5.59375,-5.59375
Asphodel,-5.6875,-5.6875
Cribose,-5.84375,-5.84375
Subvicarship,-6.0,-6.0
Inoculability,-5.84375,-5.84375
Hypobaric,-5.8125,-5.8125
Underclay,-5.59375,-5.59375
Servet,-6.09375,-6.09375
Otoneurology,-6.1875,-6.1875
Wakeless,-5.71875,-5.71875
Quadrifilar,-5.96875,-5.96875
Akazgin,-6.09375,-6.09375
Tenuirostral,-5.8125,-5.8125
Trainability,-6.0625,-6.0625
Semisixth,-5.75,-5.75
Oosporange,-5.84375,-5.84375
Heterocaryotic,-5.5,-5.5
Lollup,-5.8125,-5.8125
Achene,-5.6875,-5.6875
Vizard,-5.8125,-5.8125
Goyana,-5.96875,-5.96875
Expellee,-5.84375,-5.84375
Scholiums,-5.96875,-5.96875
Hypogastric,-5.96875,-5.96875
Teinoscope,-6.0625,-6.0625
Tropospheric,-5.71875,-5.71875
Whippings,-5.34375,-5.34375
Sulphurous,-5.59375,-5.59375
Inheritrice,-5.5,-5.5
Nakeder,-5.9375,-5.9375
Sarcomata,-5.84375,-5.84375
Rockfishes,-5.84375,-5.84375
Newcomer,-5.96875,-5.96875
Sortilegi,-6.0625,-6.0625
Panchromatic,-5.71875,-5.71875
Ubiquitary,-5.59375,-5.59375
Decasualize,-5.96875,-5.96875
Manchets,-5.75,-5.75
Deathful,-5.5,-5.5
Emmetropism,-5.84375,-5.84375
Yugoslavia,-5.71875,-5.71875
Mayvins,-6.09375,-6.09375
American,-5.6875,-5.6875
Hypertensinase,-5.625,-5.625
Gandhian,-5.59375,-5.59375
Predoctorate,-5.75,-5.75
Proctorize,-5.625,-5.625
Sometime,-5.96875,-5.96875
Ichthyomorphic,-5.84375,-5.84375
Resort,-5.46875,-5.46875
Cymbaler,-5.59375,-5.59375
Suprahyoid,-5.96875,-5.96875
Lewanna,-5.8125,-5.8125
Unresidential,-5.625,-5.625
Calenturish,-5.59375,-5.59375
Pericarpic,-5.71875,-5.71875
Multiframe,-5.9375,-5.9375
Alumian,-5.9375,-5.9375
Undershrub,-5.5,-5.5
Hohokam,-5.9375,-5.9375
Overgrows,-5.84375,-5.84375
Nounless,-5.4375,-5.4375
Potamogalidae,-6.09375,-6.09375
Alumite,-5.59375,-5.59375
Battlements,-5.5,-5.5
Pyrologies,-5.5,-5.5
Introspector,-5.71875,-5.71875
Carcinologist,-5.46875,-5.46875
Thoron,-5.84375,-5.84375
Lavehr,-5.46875,-5.46875
Colorifics,-5.96875,-5.96875
Apospory,-5.8125,-5.8125
Dualin,-5.59375,-5.59375
Heresimach,-5.71875,-5.71875
Freemartin,-5.59375,-5.59375
Cuinage,-5.84375,-5.84375
Laccin,-5.84375,-5.84375
Frasier,-5.6875,-5.6875
Garter,-5.59375,-5.59375
Segmentary,-6.3125,-6.3125
Tracheole,-5.8125,-5.8125
Heresiologist,-5.375,-5.375
Enhearse,-5.8125,-5.8125
Sceloporus,-5.59375,-5.59375
Welshlike,-5.84375,-5.84375
Subtarget,-5.625,-5.625
Insomnolency,-6.09375,-6.09375
Doctoral,-5.84375,-5.84375
Sulfourea,-5.71875,-5.71875
Bartramian,-5.9375,-5.9375
Limity,-5.875,-5.875
Aitutakian,-5.96875,-5.96875
Sauceplate,-5.71875,-5.71875
Nasalizes,-5.96875,-5.96875
Apteria,-5.84375,-5.84375
Whalemen,-5.34375,-5.34375
Glover,-5.9375,-5.9375
Degreewise,-5.9375,-5.9375
Plowwise,-5.8125,-5.8125
Australianize,-6.8125,-6.8125
Siluroidei,-5.96875,-5.96875
Wisdom,-6.09375,-6.09375
Poales,-5.71875,-5.71875
Anoterite,-5.96875,-5.96875
Scyllioid,-5.71875,-5.71875
Amorphous,-5.625,-5.625
Waxflower,-5.8125,-5.8125
Disloyalties,-5.84375,-5.84375
Cosmologygy,-5.625,-5.625
Supersatisfy,-5.71875,-5.71875
Alberich,-5.46875,-5.46875
Percussion,-5.46875,-5.46875
Chavantean,-5.59375,-5.59375
Dielectric,-5.84375,-5.84375
Caimacam,-5.96875,-5.96875
Literalist,-5.71875,-5.71875
Preexecutor,-5.625,-5.625
Breech,-5.8125,-5.8125
Notholaena,-5.71875,-5.71875
Warrand,-5.9375,-5.9375
Darren,-6.0625,-6.0625
Leoncito,-5.84375,-5.84375
Quipster,-5.71875,-5.71875
Dovens,-5.59375,-5.59375
Sensory,-5.8125,-5.8125
Haptotropic,-5.9375,-5.9375
Cisplatine,-5.84375,-5.84375
Papillomatosis,-6.21875,-6.21875
Paragraphs,-5.9375,-5.9375
Zanclidae,-5.59375,-5.59375
Sarmenta,-5.84375,-5.84375
Reluct,-5.71875,-5.71875
Breird,-6.09375,-6.09375
Shuddersome,-5.59375,-5.59375
Stippler,-5.8125,-5.8125
Cyclamate,-5.46875,-5.46875
Zibethone,-5.84375,-5.84375
Filefish,-5.84375,-5.84375
Boolean,-5.8125,-5.8125
Ordain,-5.96875,-5.96875
Almsgiver,-6.09375,-6.09375
Uromere,-5.46875,-5.46875
Finetop,-5.71875,-5.71875
Opacate,-6.21875,-6.21875
Prisms,-5.84375,-5.84375
Undignify,-5.84375,-5.84375
Wizard,-5.46875,-5.46875
Hemadynamics,-5.96875,-5.96875
Homonomy,-5.84375,-5.84375
Viscoid,-5.84375,-5.84375
Regalty,-5.6875,-5.6875
Corroborations,-5.8125,-5.8125
Baidak,-5.59375,-5.59375
Overhip,-5.96875,-5.96875
Pterodactylus,-6.09375,-6.09375
Subpunch,-5.84375,-5.84375
Petrogram,-6.09375,-6.09375
Dipsaceae,-5.96875,-5.96875
Blasties,-6.21875,-6.21875
Quatrocento,-5.84375,-5.84375
Shandy,-5.46875,-5.46875
Fableist,-5.71875,-5.71875
Tarsier,-5.84375,-5.84375
Prosuffrage,-5.96875,-5.96875
Palaeocyclic,-5.96875,-5.96875
Spileworm,-5.59375,-5.59375
Bumkins,-5.84375,-5.84375
Softie,-5.71875,-5.71875
Numskull,-5.34375,-5.34375
Simpletons,-6.34375,-6.34375
Antemural,-5.71875,-5.71875
Gladdens,-5.71875,-5.71875
Mucolytic,-5.71875,-5.71875
Intriguer,-5.34375,-5.34375
Postface,-5.84375,-5.84375
Hastile,-5.59375,-5.59375
Authorizer,-5.625,-5.625
Metapodiale,-5.8125,-5.8125
Platydactylous,-5.6875,-5.6875
Gentil,-5.71875,-5.71875
Adversarial,-5.59375,-5.59375
Tarantism,-5.9375,-5.9375
Innumerability,-6.09375,-6.09375
Stratography,-5.875,-5.875
Manubaliste,-5.625,-5.625
Bodywise,-5.8125,-5.8125
Isodimorphic,-5.6875,-5.6875
Wourari,-5.96875,-5.96875
Guittonian,-5.71875,-5.71875
Photothermic,-5.96875,-5.96875
Tropistic,-5.71875,-5.71875
Subinternal,-5.9375,-5.9375
Laryngorrhea,-5.96875,-5.96875
Reassume,-5.9375,-5.9375
Cheekish,-5.59375,-5.59375
Iterances,-6.3125,-6.3125
Coccothraustes,-5.59375,-5.59375
Rivell,-5.71875,-5.71875
Myxolipoma,-5.96875,-5.96875
Zincify,-5.84375,-5.84375
Plumelets,-6.09375,-6.09375
Elfhood,-5.9375,-5.9375
Pectunculus,-5.84375,-5.84375
Spongeless,-5.46875,-5.46875
Unrestful,-5.59375,-5.59375
Naissant,-5.84375,-5.84375
Shibahs,-6.09375,-6.09375
Madship,-5.625,-5.625
Lenticle,-5.71875,-5.71875
Ithomiidae,-5.625,-5.625
Subahdary,-5.9375,-5.9375
Rhodospermeae,-5.59375,-5.59375
Overjust,-5.8125,-5.8125
Elaphrium,-5.84375,-5.84375
Forelimbs,-5.625,-5.625
Tawneys,-5.59375,-5.59375
Disdiazo,-5.96875,-5.96875
Subregularity,-5.96875,-5.96875
Velvetwork,-5.5,-5.5
Bedrivel,-5.84375,-5.84375
Enologies,-5.96875,-5.96875
Transfer,-5.96875,-5.96875
Klaverns,-5.84375,-5.84375
Disavaunce,-5.84375,-5.84375
Scalds,-5.9375,-5.9375
Lengthsman,-5.59375,-5.59375
Octopede,-5.71875,-5.71875
Parody,-5.84375,-5.84375
Predentata,-5.71875,-5.71875
Hereditist,-5.59375,-5.59375
Gangrels,-5.375,-5.375
Amebae,-5.84375,-5.84375
Masuriums,-5.84375,-5.84375
Tatarize,-6.09375,-6.09375
Fortunize,-5.71875,-5.71875
Colosseum,-5.96875,-5.96875
Malverse,-5.71875,-5.71875
Cultivations,-5.9375,-5.9375
Gradientia,-5.84375,-5.84375
Somasthenia,-6.09375,-6.09375
Drepaniform,-5.6875,-5.6875
Gemuetlich,-5.84375,-5.84375
Enstate,-6.0625,-6.0625
Trafficability,-6.0625,-6.0625
Overwoman,-5.96875,-5.96875
Radicle,-5.84375,-5.84375
Trademaster,-5.84375,-5.84375
Endolaryngeal,-5.96875,-5.96875
Nonguard,-5.59375,-5.59375
Adenitis,-5.84375,-5.84375
Misadventurous,-5.46875,-5.46875
Wasatch,-5.84375,-5.84375
Conspissate,-5.71875,-5.71875
Becalm,-5.71875,-5.71875
Diocese,-5.5,-5.5
Reoccur,-5.59375,-5.59375
Yeshiva,-5.84375,-5.84375
Mandoline,-5.71875,-5.71875
Nonfighter,-5.59375,-5.59375
Scrubwoman,-5.21875,-5.21875
Dimensive,-5.96875,-5.96875
Pterodactyls,-5.84375,-5.84375
Lodgeful,-5.8125,-5.8125
Planariform,-5.625,-5.625
Redemptible,-5.84375,-5.84375
Marauders,-5.84375,-5.84375
Kialkee,-5.59375,-5.59375
Smokestack,-5.84375,-5.84375
Aglimmer,-5.625,-5.625
Bestraw,-5.8125,-5.8125
Evanescence,-5.59375,-5.59375
Decoat,-5.96875,-5.96875
Ichthyosaurid,-5.5,-5.5
Puinavi,-5.71875,-5.71875
Disability,-5.96875,-5.96875
Febricide,-6.09375,-6.09375
Poundkeeper,-5.84375,-5.84375
Orthostati,-5.71875,-5.71875
Harbingership,-5.84375,-5.84375
Lysine,-5.59375,-5.59375
Nondiagonal,-5.9375,-5.9375
Mossiest,-5.59375,-5.59375
Ghibli,-6.09375,-6.09375
Internuncios,-5.96875,-5.96875
Sanghs,-6.34375,-6.34375
Nonaccentual,-5.84375,-5.84375
Fullery,-5.71875,-5.71875
Goitrogen,-5.71875,-5.71875
Ralstonite,-5.96875,-5.96875
Kumbuk,-5.8125,-5.8125
Eludible,-5.8125,-5.8125
Feeless,-5.9375,-5.9375
Divertise,-5.9375,-5.9375
Dermatotherapy,-5.96875,-5.96875
Bullyrags,-5.34375,-5.34375
Reposit,-5.71875,-5.71875
Contraire,-6.09375,-6.09375
Flavory,-5.9375,-5.9375
Budgies,-6.3125,-6.3125
Saintdoms,-5.71875,-5.71875
Murrain,-5.84375,-5.84375
Weissnichtwo,-6.0625,-6.0625
Selfsame,-5.96875,-5.96875
Psocid,-5.34375,-5.34375
Complexionist,-5.5,-5.5
Consummates,-5.59375,-5.59375
Dayside,-5.96875,-5.96875
Rubificative,-5.59375,-5.59375
Magnetimeter,-5.96875,-5.96875
Endoplastron,-5.84375,-5.84375
Respreads,-5.84375,-5.84375
Overblind,-5.96875,-5.96875
Secreta,-5.71875,-5.71875
Mondego,-5.84375,-5.84375
Oxalacetic,-5.59375,-5.59375
Epiceratodus,-5.5,-5.5
Bittiest,-5.46875,-5.46875
Subungulata,-5.9375,-5.9375
Coonjine,-5.8125,-5.8125
Excogitates,-5.8125,-5.8125
Demulsifier,-5.71875,-5.71875
Guayroto,-5.84375,-5.84375
Coyotes,-5.71875,-5.71875
Fadmonger,-5.59375,-5.59375
Aerosats,-5.84375,-5.84375
Rebound,-5.71875,-5.71875
Multigerm,-5.8125,-5.8125
Calaboose,-5.375,-5.375
Encapsulate,-5.96875,-5.96875
Antipendium,-5.96875,-5.96875
Archetto,-5.625,-5.625
Nondesignate,-5.8125,-5.8125
Euclidean,-5.625,-5.625
Queenlike,-6.09375,-6.09375
Vomicine,-5.71875,-5.71875
Cainite,-5.46875,-5.46875
Pyelitic,-5.625,-5.625
Thunderers,-6.1875,-6.1875
Schizocarpic,-5.59375,-5.59375
Marbles,-6.0625,-6.0625
Blennies,-5.96875,-5.96875
Tirrivees,-5.5,-5.5
Adulates,-5.59375,-5.59375
Omnivision,-5.84375,-5.84375
Epiperipheral,-5.9375,-5.9375
Lightplane,-5.8125,-5.8125
Louses,-5.71875,-5.71875
Jockstraps,-5.71875,-5.71875
Genesiology,-5.75,-5.75
Comourn,-5.96875,-5.96875
Zinckenite,-5.46875,-5.46875
Applicative,-5.8125,-5.8125
Doddie,-5.8125,-5.8125
Virile,-5.84375,-5.84375
Theatricalise,-5.9375,-5.9375
Loomfixer,-5.8125,-5.8125
Breakouts,-5.8125,-5.8125
Strass,-5.8125,-5.8125
Atheriogaea,-5.96875,-5.96875
Hubbub,-5.8125,-5.8125
Mariticidal,-5.71875,-5.71875
Backcasts,-6.09375,-6.09375
Opiumism,-6.4375,-6.4375
Pheasantry,-5.96875,-5.96875
Proven,-5.71875,-5.71875
Arbours,-5.5,-5.5
Chartophylax,-6.0625,-6.0625
Chaldaism,-6.34375,-6.34375
Squawkiest,-5.25,-5.25
Nordicism,-6.21875,-6.21875
Waterproofer,-5.71875,-5.71875
Fanons,-5.71875,-5.71875
Beatific,-5.6875,-5.6875
Dispersonalize,-5.71875,-5.71875
Brunonism,-5.84375,-5.84375
Nonpapist,-5.46875,-5.46875
Semimucous,-5.375,-5.375
Inefficiencies,-5.96875,-5.96875
Parabiotic,-5.625,-5.625
Overwild,-5.6875,-5.6875
Slingshot,-5.375,-5.375
Pencilwood,-5.59375,-5.59375
Delthyria,-5.84375,-5.84375
Shysters,-5.96875,-5.96875
Moderant,-5.71875,-5.71875
Heterocaryosis,-5.71875,-5.71875
Kiters,-5.96875,-5.96875
Undulationist,-5.59375,-5.59375
Junkyards,-5.75,-5.75
Eximidus,-5.71875,-5.71875
Tetrasporic,-5.59375,-5.59375
Outwall,-5.71875,-5.71875
Intune,-5.84375,-5.84375
Fatuoid,-6.0625,-6.0625
Occlusor,-5.71875,-5.71875
Perceivability,-6.09375,-6.09375
Arugolas,-5.59375,-5.59375
Pargana,-5.71875,-5.71875
Workfile,-5.84375,-5.84375
Rushland,-5.84375,-5.84375
Byreman,-5.8125,-5.8125
Warmmess,-5.71875,-5.71875
Semiannular,-5.5,-5.5
Cryptococcus,-5.59375,-5.59375
Persecutional,-5.84375,-5.84375
Cubanize,-6.46875,-6.46875
Econometrician,-5.84375,-5.84375
Portunidae,-5.8125,-5.8125
Barony,-5.96875,-5.96875
Chirographic,-5.71875,-5.71875
Dilaniate,-5.46875,-5.46875
Cloudage,-5.96875,-5.96875
Nonclimactical,-5.34375,-5.34375
Bacteriology,-5.71875,-5.71875
Chingma,-6.09375,-6.09375
Abstain,-5.9375,-5.9375
Immask,-5.8125,-5.8125
Kiteflier,-5.46875,-5.46875
Psychobiology,-6.09375,-6.09375
Overprominent,-5.71875,-5.71875
Limace,-5.5,-5.5
Ethmoid,-5.375,-5.375
Anabaptistic,-6.09375,-6.09375
Desidious,-5.625,-5.625
Erosional,-5.84375,-5.84375
Reappraise,-5.59375,-5.59375
Ephoral,-5.8125,-5.8125
Ramekin,-5.59375,-5.59375
Tetragon,-5.59375,-5.59375
Kvarner,-5.84375,-5.84375
Avenue,-5.8125,-5.8125
Psammitic,-5.96875,-5.96875
Deuterostome,-5.84375,-5.84375
Untune,-5.8125,-5.8125
Eclogic,-6.0,-6.0
Skeeters,-6.09375,-6.09375
Slojds,-5.71875,-5.71875
Peronium,-5.84375,-5.84375
Overbrutality,-6.21875,-6.21875
Postconnubial,-5.59375,-5.59375
Spermatoxin,-5.71875,-5.71875
Vaultage,-5.34375,-5.34375
Corporalities,-6.09375,-6.09375
Intermingledom,-5.96875,-5.96875
Brevirostrate,-5.84375,-5.84375
Netherlandic,-5.96875,-5.96875
Dekametre,-5.46875,-5.46875
Platinammin,-5.9375,-5.9375
Chalazogamy,-6.09375,-6.09375
Undresses,-5.84375,-5.84375
Edenic,-5.84375,-5.84375
Subcircular,-5.96875,-5.96875
Catnip,-5.71875,-5.71875
Aviatrix,-5.71875,-5.71875
Arthroempyema,-5.71875,-5.71875
Cinnamate,-5.6875,-5.6875
Smirchless,-5.375,-5.375
Fenner,-5.84375,-5.84375
Overspun,-5.59375,-5.59375
Saturnine,-5.84375,-5.84375
Strongylon,-5.8125,-5.8125
Octacolic,-6.09375,-6.09375
Unsight,-5.34375,-5.34375
Escambio,-6.0625,-6.0625
Jerque,-5.71875,-5.71875
Cabiritic,-6.0625,-6.0625
Lidgate,-5.6875,-5.6875
Pseudoparesis,-6.21875,-6.21875
Faradizer,-5.84375,-5.84375
Quixotry,-6.09375,-6.09375
Hussies,-5.84375,-5.84375
Viviparism,-5.96875,-5.96875
Embryulculci,-5.625,-5.625
Membranous,-5.8125,-5.8125
Nationless,-5.71875,-5.71875
Mastabas,-5.84375,-5.84375
Japanner,-6.21875,-6.21875
Bargeman,-5.59375,-5.59375
Oxtongue,-5.84375,-5.84375
Anomoeanism,-6.34375,-6.34375
Trisensory,-5.8125,-5.8125
Irresponsive,-5.59375,-5.59375
Rockbird,-5.84375,-5.84375
Forelocks,-5.625,-5.625
Panegyricon,-5.59375,-5.59375
Distressful,-5.8125,-5.8125
Alodium,-6.0625,-6.0625
Berberidaceae,-5.96875,-5.96875
Depasture,-5.59375,-5.59375
Xanthinuria,-6.1875,-6.1875
Prespinous,-5.84375,-5.84375
Summarizations,-5.71875,-5.71875
Tettigoniidae,-5.96875,-5.96875
Ontologise,-6.0,-6.0
Outrede,-5.9375,-5.9375
Weirder,-5.5,-5.5
Albuminise,-6.1875,-6.1875
Semiorbiculate,-5.5,-5.5
Preoffer,-5.84375,-5.84375
Stowaway,-5.34375,-5.34375
Electrotypy,-5.875,-5.875
Ophian,-5.96875,-5.96875
Anosmic,-5.59375,-5.59375
Semiclimber,-5.59375,-5.59375
Scorpios,-5.96875,-5.96875
Coarctate,-5.59375,-5.59375
Limnoria,-5.59375,-5.59375
Misnarrate,-5.9375,-5.9375
Pneumococcous,-6.09375,-6.09375
Jukebox,-5.6875,-5.6875
Unmonarchical,-5.96875,-5.96875
Engrosses,-5.34375,-5.34375
Colonizers,-5.96875,-5.96875
Outdoor,-5.625,-5.625
Iulidan,-5.84375,-5.84375
Photodermatism,-6.09375,-6.09375
Startler,-5.625,-5.625
Marita,-5.8125,-5.8125
Beqwete,-6.09375,-6.09375
Limbec,-5.625,-5.625
Glauke,-5.46875,-5.46875
Imides,-5.6875,-5.6875
Gadger,-5.84375,-5.84375
Forams,-5.59375,-5.59375
Pregame,-5.625,-5.625
Blunnen,-5.46875,-5.46875
Termites,-5.59375,-5.59375
Chrysophanic,-5.84375,-5.84375
Fructoses,-5.375,-5.375
Inability,-5.84375,-5.84375
Puppyfish,-5.46875,-5.46875
Mauler,-5.71875,-5.71875
Erotomania,-6.09375,-6.09375
Postscripts,-5.71875,-5.71875
Waferwoman,-5.59375,-5.59375
Houvari,-5.84375,-5.84375
Stanjen,-5.96875,-5.96875
Secularize,-5.96875,-5.96875
Nomina,-5.84375,-5.84375
Angiasthenia,-6.09375,-6.09375
Lacerta,-5.59375,-5.59375
Beguard,-5.625,-5.625
Flamelike,-5.6875,-5.6875
Docudrama,-5.96875,-5.96875
Foretooth,-5.46875,-5.46875
Bryophyte,-5.625,-5.625
Shanks,-5.71875,-5.71875
Ichthyal,-5.84375,-5.84375
Thimbleman,-5.96875,-5.96875
Ministrate,-5.84375,-5.84375
Studerite,-6.09375,-6.09375
Abiogenetical,-5.71875,-5.71875
Poloniums,-6.09375,-6.09375
Tidings,-5.71875,-5.71875
Nematogene,-5.9375,-5.9375
Lawsuits,-6.09375,-6.09375
Incomings,-6.09375,-6.09375
Archdevil,-5.46875,-5.46875
Conditione,-5.9375,-5.9375
Mishit,-5.8125,-5.8125
Guyana,-6.34375,-6.34375
Peridiniaceae,-5.84375,-5.84375
Scotomic,-5.84375,-5.84375
Megatheriidae,-6.0625,-6.0625
Perreia,-5.71875,-5.71875
Juggernauts,-6.09375,-6.09375
Seccotine,-5.84375,-5.84375
Appreciators,-5.84375,-5.84375
Cowtail,-5.625,-5.625
Egocentristic,-5.96875,-5.96875
Nivernaise,-5.9375,-5.9375
Cancellous,-5.59375,-5.59375
Urbaner,-6.1875,-6.1875
Ernest,-5.9375,-5.9375
Jarvies,-5.59375,-5.59375
Traitorwise,-5.84375,-5.84375
Quiets,-5.59375,-5.59375
Mahjongg,-6.4375,-6.4375
Bunkery,-5.59375,-5.59375
Amenability,-6.1875,-6.1875
Phenotypes,-5.875,-5.875
Paratoluidine,-5.84375,-5.84375
Sorbate,-5.71875,-5.71875
Digitals,-5.96875,-5.96875
Recommender,-5.625,-5.625
Chloropsia,-5.625,-5.625
Figurants,-6.09375,-6.09375
Nonambitious,-5.46875,-5.46875
Aerodynes,-5.75,-5.75
Noncomplicity,-6.09375,-6.09375
Imanlaut,-5.9375,-5.9375
Betain,-5.59375,-5.59375
Surmisal,-5.84375,-5.84375
Unillusory,-5.96875,-5.96875
Brassies,-5.84375,-5.84375
Laurelwood,-5.625,-5.625
Wanwit,-5.84375,-5.84375
Brontolith,-5.59375,-5.59375
Platinotype,-5.71875,-5.71875
Subtersurface,-5.71875,-5.71875
Chemotropic,-5.59375,-5.59375
Megarensian,-5.84375,-5.84375
Vargueno,-5.8125,-5.8125
Reinduce,-5.71875,-5.71875
Euaster,-5.71875,-5.71875
Microbe,-5.375,-5.375
Rattlertree,-5.46875,-5.46875
Empiric,-5.75,-5.75
Indoctrinate,-5.96875,-5.96875
Sulfion,-5.59375,-5.59375
Macrodontism,-6.21875,-6.21875
Lionisers,-5.96875,-5.96875
Disarmer,-5.59375,-5.59375
Lamasary,-5.96875,-5.96875
Nonatmospheric,-5.71875,-5.71875
Celtist,-5.96875,-5.96875
Hydrocarbonic,-5.625,-5.625
Consignatary,-5.71875,-5.71875
Unspatial,-5.59375,-5.59375
Paella,-5.71875,-5.71875
Micellae,-5.59375,-5.59375
Sankhya,-5.71875,-5.71875
Toxophobia,-6.21875,-6.21875
Carefuller,-5.84375,-5.84375
Thermopleion,-5.75,-5.75
Autoloaders,-6.125,-6.125
Endoglobular,-6.0625,-6.0625
Shapiest,-5.5,-5.5
Slavism,-5.875,-5.875
Teletactile,-5.84375,-5.84375
Indicter,-5.71875,-5.71875
Gelder,-5.84375,-5.84375
Veinwork,-5.59375,-5.59375
Skatikas,-5.96875,-5.96875
Metrostaxis,-5.8125,-5.8125
Egracias,-5.6875,-5.6875
Stonehatch,-5.8125,-5.8125
Absolvent,-5.59375,-5.59375
Epibole,-5.71875,-5.71875
Reticle,-5.75,-5.75
Expediential,-5.625,-5.625
Supercolumnar,-5.71875,-5.71875
Outpush,-5.84375,-5.84375
Oriolidae,-6.21875,-6.21875
Portas,-6.1875,-6.1875
Mannites,-5.71875,-5.71875
Thynnid,-5.59375,-5.59375
Chaffinch,-5.9375,-5.9375
Kendir,-6.0625,-6.0625
Nanosomus,-5.71875,-5.71875
Magnetosphere,-5.75,-5.75
Gymnoconia,-5.625,-5.625
Furunculus,-5.71875,-5.71875
