entity,base_mean_yes_margin,base_stem0
Twiglet,-23.0,-23.0
Chomage,-23.625,-23.625
Salivous,-23.125,-23.125
Thatchwork,-23.125,-23.125
Liveyer,-23.25,-23.25
Kippen,-22.875,-22.875
Dromical,-22.75,-22.75
Scatophagidae,-23.0,-23.0
Dislocator,-23.125,-23.125
Supervisionary,-23.625,-23.625
Piculs,-23.25,-23.25
Enervates,-23.125,-23.125
Semiterete,-23.125,-23.125
Shrubland,-23.25,-23.25
Miticides,-23.0,-23.0
Maharajah,-23.125,-23.125
Petals,-22.625,-22.625
Diggings,-22.875,-22.875
Enchannel,-23.75,-23.75
Jimbang,-23.25,-23.25
Balldress,-23.125,-23.125
Reexecute,-23.75,-23.75
Epochs,-23.125,-23.125
Dextrocardial,-22.625,-22.625
Embolectomies,-23.25,-23.25
Gamier,-23.375,-23.375
Foldskirt,-22.875,-22.875
Tsotsi,-22.5,-22.5
Naturalistic,-23.125,-23.125
Baryphonia,-23.375,-23.375
Carryovers,-23.5,-23.5
Chaprassi,-23.0,-23.0
Desecrations,-23.25,-23.25
Hideout,-22.875,-22.875
Puristical,-23.5,-23.5
Checkpoints,-23.125,-23.125
Readvise,-23.25,-23.25
Curtain,-23.125,-23.125
Astream,-23.375,-23.375
Indicatoridae,-22.875,-22.875
Illuminatism,-23.875,-23.875
Fulminant,-23.375,-23.375
Nematognathous,-23.375,-23.375
Lernaea,-23.125,-23.125
Inducteous,-23.75,-23.75
Asphodel,-22.875,-22.875
Cribose,-23.375,-23.375
Subvicarship,-23.5,-23.5
Inoculability,-23.375,-23.375
Hypobaric,-23.25,-23.25
Underclay,-23.25,-23.25
Servet,-23.5,-23.5
Otoneurology,-23.125,-23.125
Wakeless,-22.75,-22.75
Quadrifilar,-22.875,-22.875
Akazgin,-23.375,-23.375
Tenuirostral,-22.75,-22.75
Trainability,-23.375,-23.375
Semisixth,-23.5,-23.5
Oosporange,-23.375,-23.375
Heterocaryotic,-23.0,-23.0
Lollup,-23.375,-23.375
Achene,-23.125,-23.125
Vizard,-23.125,-23.125
Goyana,-22.875,-22.875
Expellee,-23.75,-23.75
Scholiums,-23.125,-23.125
Hypogastric,-23.625,-23.625
Teinoscope,-23.0,-23.0
Tropospheric,-23.125,-23.125
Whippings,-23.375,-23.375
Sulphurous,-23.125,-23.125
Inheritrice,-22.875,-22.875
Nakeder,-23.0,-23.0
Sarcomata,-22.875,-22.875
Rockfishes,-23.0,-23.0
Newcomer,-23.75,-23.75
Sortilegi,-23.375,-23.375
Panchromatic,-23.25,-23.25
Ubiquitary,-23.5,-23.5
Decasualize,-23.5,-23.5
Manchets,-23.5,-23.5
Deathful,-23.375,-23.375
Emmetropism,-23.375,-23.375
Yugoslavia,-23.25,-23.25
Mayvins,-23.25,-23.25
American,-23.125,-23.125
Hypertensinase,-23.25,-23.25
Gandhian,-23.125,-23.125
Predoctorate,-23.5,-23.5
Proctorize,-23.125,-23.125
Sometime,-22.75,-22.75
Ichthyomorphic,-22.875,-22.875
Resort,-23.0,-23.0
Cymbaler,-23.375,-23.375
Suprahyoid,-23.25,-23.25
Lewanna,-22.875,-22.875
Unresidential,-23.125,-23.125
Calenturish,-23.0,-23.0
Pericarpic,-23.625,-23.625
Multiframe,-23.375,-23.375
Alumian,-22.5,-22.5
Undershrub,-23.25,-23.25
Hohokam,-22.875,-22.875
Overgrows,-23.375,-23.375
Nounless,-21.75,-21.75
Potamogalidae,-22.875,-22.875
Alumite,-22.75,-22.75
Battlements,-22.875,-22.875
Pyrologies,-23.25,-23.25
Introspector,-23.375,-23.375
Carcinologist,-23.375,-23.375
Thoron,-23.0,-23.0
Lavehr,-23.25,-23.25
Colorifics,-23.0,-23.0
Apospory,-22.875,-22.875
Dualin,-23.375,-23.375
Heresimach,-22.75,-22.75
Freemartin,-23.0,-23.0
Cuinage,-23.75,-23.75
Laccin,-23.25,-23.25
Frasier,-23.0,-23.0
Garter,-23.125,-23.125
Segmentary,-23.25,-23.25
Tracheole,-23.25,-23.25
Heresiologist,-23.25,-23.25
Enhearse,-23.5,-23.5
Sceloporus,-22.625,-22.625
Welshlike,-22.5,-22.5
Subtarget,-23.625,-23.625
Insomnolency,-23.375,-23.375
Doctoral,-23.0,-23.0
Sulfourea,-23.125,-23.125
Bartramian,-22.875,-22.875
Limity,-23.25,-23.25
Aitutakian,-22.875,-22.875
Sauceplate,-23.0,-23.0
Nasalizes,-23.125,-23.125
Apteria,-23.125,-23.125
Whalemen,-22.25,-22.25
Glover,-23.0,-23.0
Degreewise,-22.625,-22.625
Plowwise,-23.125,-23.125
Australianize,-24.0,-24.0
Siluroidei,-22.625,-22.625
Wisdom,-23.625,-23.625
Poales,-23.5,-23.5
Anoterite,-23.75,-23.75
Scyllioid,-23.5,-23.5
Amorphous,-23.375,-23.375
Waxflower,-23.125,-23.125
Disloyalties,-23.375,-23.375
Cosmologygy,-22.875,-22.875
Supersatisfy,-23.75,-23.75
Alberich,-22.625,-22.625
Percussion,-22.875,-22.875
Chavantean,-23.5,-23.5
Dielectric,-23.375,-23.375
Caimacam,-23.125,-23.125
Literalist,-23.125,-23.125
Preexecutor,-23.625,-23.625
Breech,-23.125,-23.125
Notholaena,-22.5,-22.5
Warrand,-23.25,-23.25
Darren,-22.75,-22.75
Leoncito,-23.0,-23.0
Quipster,-23.0,-23.0
Dovens,-23.125,-23.125
Sensory,-23.0,-23.0
Haptotropic,-23.375,-23.375
Cisplatine,-22.625,-22.625
Papillomatosis,-22.875,-22.875
Paragraphs,-23.0,-23.0
Zanclidae,-22.75,-22.75
Sarmenta,-23.0,-23.0
Reluct,-23.0,-23.0
Breird,-23.375,-23.375
Shuddersome,-22.625,-22.625
Stippler,-23.25,-23.25
Cyclamate,-22.875,-22.875
Zibethone,-23.25,-23.25
Filefish,-22.75,-22.75
Boolean,-22.875,-22.875
Ordain,-23.625,-23.625
Almsgiver,-23.125,-23.125
Uromere,-23.375,-23.375
Finetop,-23.5,-23.5
Opacate,-23.875,-23.875
Prisms,-23.125,-23.125
Undignify,-23.625,-23.625
Wizard,-22.5,-22.5
Hemadynamics,-23.125,-23.125
Homonomy,-23.875,-23.875
Viscoid,-23.125,-23.125
Regalty,-23.25,-23.25
Corroborations,-23.5,-23.5
Baidak,-23.125,-23.125
Overhip,-23.125,-23.125
Pterodactylus,-22.375,-22.375
Subpunch,-23.25,-23.25
Petrogram,-23.375,-23.375
Dipsaceae,-23.375,-23.375
Blasties,-22.75,-22.75
Quatrocento,-23.375,-23.375
Shandy,-23.125,-23.125
Fableist,-23.375,-23.375
Tarsier,-22.875,-22.875
Prosuffrage,-23.75,-23.75
Palaeocyclic,-23.0,-23.0
Spileworm,-23.125,-23.125
Bumkins,-22.875,-22.875
Softie,-23.25,-23.25
Numskull,-22.875,-22.875
Simpletons,-23.0,-23.0
Antemural,-23.25,-23.25
Gladdens,-22.625,-22.625
Mucolytic,-23.25,-23.25
Intriguer,-23.625,-23.625
Postface,-23.375,-23.375
Hastile,-23.25,-23.25
Authorizer,-23.625,-23.625
Metapodiale,-22.875,-22.875
Platydactylous,-22.5,-22.5
Gentil,-23.25,-23.25
Adversarial,-23.375,-23.375
Tarantism,-23.75,-23.75
Innumerability,-23.75,-23.75
Stratography,-23.125,-23.125
Manubaliste,-23.5,-23.5
Bodywise,-22.875,-22.875
Isodimorphic,-23.375,-23.375
Wourari,-23.125,-23.125
Guittonian,-23.0,-23.0
Photothermic,-23.125,-23.125
Tropistic,-23.25,-23.25
Subinternal,-23.5,-23.5
Laryngorrhea,-23.0,-23.0
Reassume,-23.125,-23.125
Cheekish,-23.375,-23.375
Iterances,-23.125,-23.125
Coccothraustes,-22.75,-22.75
Rivell,-23.125,-23.125
Myxolipoma,-23.0,-23.0
Zincify,-23.0,-23.0
Plumelets,-23.125,-23.125
Elfhood,-22.875,-22.875
Pectunculus,-23.25,-23.25
Spongeless,-23.0,-23.0
Unrestful,-23.625,-23.625
Naissant,-23.375,-23.375
Shibahs,-23.375,-23.375
Madship,-22.875,-22.875
Lenticle,-23.25,-23.25
Ithomiidae,-22.875,-22.875
Subahdary,-23.25,-23.25
Rhodospermeae,-22.75,-22.75
Overjust,-23.5,-23.5
Elaphrium,-22.875,-22.875
Forelimbs,-23.25,-23.25
Tawneys,-23.125,-23.125
Disdiazo,-23.625,-23.625
Subregularity,-23.375,-23.375
Velvetwork,-23.0,-23.0
Bedrivel,-23.375,-23.375
Enologies,-23.125,-23.125
Transfer,-23.625,-23.625
Klaverns,-23.0,-23.0
Disavaunce,-23.5,-23.5
Scalds,-23.125,-23.125
Lengthsman,-23.25,-23.25
Octopede,-22.875,-22.875
Parody,-23.375,-23.375
Predentata,-23.375,-23.375
Hereditist,-23.0,-23.0
Gangrels,-23.375,-23.375
Amebae,-23.0,-23.0
Masuriums,-23.5,-23.5
Tatarize,-23.625,-23.625
Fortunize,-23.25,-23.25
Colosseum,-23.0,-23.0
Malverse,-23.0,-23.0
Cultivations,-23.375,-23.375
Gradientia,-23.25,-23.25
Somasthenia,-23.0,-23.0
Drepaniform,-23.125,-23.125
Gemuetlich,-23.125,-23.125
Enstate,-23.75,-23.75
Trafficability,-23.125,-23.125
Overwoman,-22.625,-22.625
Radicle,-23.375,-23.375
Trademaster,-23.375,-23.375
Endolaryngeal,-22.875,-22.875
Nonguard,-23.25,-23.25
Adenitis,-23.25,-23.25
Misadventurous,-23.375,-23.375
Wasatch,-22.75,-22.75
Conspissate,-23.375,-23.375
Becalm,-23.0,-23.0
Diocese,-22.75,-22.75
Reoccur,-23.5,-23.5
Yeshiva,-22.75,-22.75
Mandoline,-22.625,-22.625
Nonfighter,-23.0,-23.0
Scrubwoman,-23.125,-23.125
Dimensive,-23.25,-23.25
Pterodactyls,-21.875,-21.875
Lodgeful,-23.0,-23.0
Planariform,-23.375,-23.375
Redemptible,-23.375,-23.375
Marauders,-23.5,-23.5
Kialkee,-22.5,-22.5
Smokestack,-23.125,-23.125
Aglimmer,-23.375,-23.375
Bestraw,-22.75,-22.75
Evanescence,-22.875,-22.875
Decoat,-23.25,-23.25
Ichthyosaurid,-22.625,-22.625
Puinavi,-23.25,-23.25
Disability,-23.375,-23.375
Febricide,-23.25,-23.25
Poundkeeper,-23.0,-23.0
Orthostati,-23.5,-23.5
Harbingership,-23.0,-23.0
Lysine,-23.125,-23.125
Nondiagonal,-23.0,-23.0
Mossiest,-22.875,-22.875
Ghibli,-22.875,-22.875
Internuncios,-23.25,-23.25
Sanghs,-23.125,-23.125
Nonaccentual,-23.875,-23.875
Fullery,-23.125,-23.125
Goitrogen,-23.125,-23.125
Ralstonite,-23.0,-23.0
Kumbuk,-23.125,-23.125
Eludible,-22.75,-22.75
Feeless,-23.125,-23.125
Divertise,-23.5,-23.5
Dermatotherapy,-23.125,-23.125
Bullyrags,-23.125,-23.125
Reposit,-22.875,-22.875
Contraire,-23.0,-23.0
Flavory,-23.0,-23.0
Budgies,-22.375,-22.375
Saintdoms,-23.25,-23.25
Murrain,-23.5,-23.5
Weissnichtwo,-22.625,-22.625
Selfsame,-23.375,-23.375
Psocid,-23.25,-23.25
Complexionist,-23.125,-23.125
Consummates,-23.125,-23.125
Dayside,-23.0,-23.0
Rubificative,-23.375,-23.375
Magnetimeter,-23.125,-23.125
Endoplastron,-22.5,-22.5
Respreads,-23.625,-23.625
Overblind,-23.625,-23.625
Secreta,-23.0,-23.0
Mondego,-22.5,-22.5
Oxalacetic,-22.75,-22.75
Epiceratodus,-22.375,-22.375
Bittiest,-23.25,-23.25
Subungulata,-23.0,-23.0
Coonjine,-23.125,-23.125
Excogitates,-23.0,-23.0
Demulsifier,-23.375,-23.375
Guayroto,-23.25,-23.25
Coyotes,-23.0,-23.0
Fadmonger,-23.375,-23.375
Aerosats,-23.375,-23.375
Rebound,-23.125,-23.125
Multigerm,-23.625,-23.625
Calaboose,-22.875,-22.875
Encapsulate,-23.75,-23.75
Antipendium,-23.375,-23.375
Archetto,-23.125,-23.125
Nondesignate,-23.25,-23.25
Euclidean,-23.25,-23.25
Queenlike,-23.125,-23.125
Vomicine,-23.25,-23.25
Cainite,-22.0,-22.0
Pyelitic,-23.375,-23.375
Thunderers,-23.375,-23.375
Schizocarpic,-23.0,-23.0
Marbles,-22.625,-22.625
Blennies,-22.375,-22.375
Tirrivees,-23.125,-23.125
Adulates,-23.25,-23.25
Omnivision,-23.5,-23.5
Epiperipheral,-23.375,-23.375
Lightplane,-23.25,-23.25
Louses,-23.0,-23.0
Jockstraps,-23.125,-23.125
Genesiology,-23.25,-23.25
Comourn,-23.125,-23.125
Zinckenite,-23.125,-23.125
Applicative,-23.5,-23.5
Doddie,-22.625,-22.625
Virile,-23.25,-23.25
Theatricalise,-23.5,-23.5
Loomfixer,-22.875,-22.875
Breakouts,-23.0,-23.0
Strass,-23.125,-23.125
Atheriogaea,-22.5,-22.5
Hubbub,-22.75,-22.75
Mariticidal,-23.625,-23.625
Backcasts,-23.125,-23.125
Opiumism,-24.125,-24.125
Pheasantry,-23.375,-23.375
Proven,-22.75,-22.75
Arbours,-22.625,-22.625
Chartophylax,-22.75,-22.75
Chaldaism,-23.75,-23.75
Squawkiest,-22.5,-22.5
Nordicism,-23.625,-23.625
Waterproofer,-23.25,-23.25
Fanons,-23.375,-23.375
Beatific,-23.125,-23.125
Dispersonalize,-23.375,-23.375
Brunonism,-23.625,-23.625
Nonpapist,-23.625,-23.625
Semimucous,-23.375,-23.375
Inefficiencies,-23.25,-23.25
Parabiotic,-23.125,-23.125
Overwild,-23.125,-23.125
Slingshot,-23.25,-23.25
Pencilwood,-23.375,-23.375
Delthyria,-22.375,-22.375
Shysters,-22.875,-22.875
Moderant,-23.25,-23.25
Heterocaryosis,-23.125,-23.125
Kiters,-23.0,-23.0
Undulationist,-23.375,-23.375
Junkyards,-23.0,-23.0
Eximidus,-23.0,-23.0
Tetrasporic,-22.875,-22.875
Outwall,-23.125,-23.125
Intune,-23.5,-23.5
Fatuoid,-23.25,-23.25
Occlusor,-23.375,-23.375
Perceivability,-23.625,-23.625
Arugolas,-22.75,-22.75
Pargana,-23.625,-23.625
Workfile,-23.75,-23.75
Rushland,-22.625,-22.625
Byreman,-23.125,-23.125
Warmmess,-23.0,-23.0
Semiannular,-23.375,-23.375
Cryptococcus,-22.375,-22.375
Persecutional,-23.75,-23.75
Cubanize,-23.75,-23.75
Econometrician,-23.5,-23.5
Portunidae,-23.25,-23.25
Barony,-23.0,-23.0
Chirographic,-22.875,-22.875
Dilaniate,-23.25,-23.25
Cloudage,-23.5,-23.5
Nonclimactical,-23.125,-23.125
Bacteriology,-23.25,-23.25
Chingma,-23.625,-23.625
Abstain,-23.25,-23.25
Immask,-23.125,-23.125
Kiteflier,-23.0,-23.0
Psychobiology,-23.375,-23.375
Overprominent,-23.75,-23.75
Limace,-23.0,-23.0
Ethmoid,-23.0,-23.0
Anabaptistic,-23.625,-23.625
Desidious,-23.25,-23.25
Erosional,-23.375,-23.375
Reappraise,-23.25,-23.25
Ephoral,-23.125,-23.125
Ramekin,-23.0,-23.0
Tetragon,-23.0,-23.0
Kvarner,-23.0,-23.0
Avenue,-23.25,-23.25
Psammitic,-23.375,-23.375
Deuterostome,-23.75,-23.75
Untune,-23.375,-23.375
Eclogic,-23.375,-23.375
Skeeters,-22.875,-22.875
Slojds,-23.0,-23.0
Peronium,-23.625,-23.625
Overbrutality,-23.5,-23.5
Postconnubial,-23.0,-23.0
Spermatoxin,-23.125,-23.125
Vaultage,-22.5,-22.5
Corporalities,-22.75,-22.75
Intermingledom,-23.375,-23.375
Brevirostrate,-23.375,-23.375
Netherlandic,-23.375,-23.375
Dekametre,-23.125,-23.125
Platinammin,-23.25,-23.25
Chalazogamy,-22.875,-22.875
Undresses,-23.25,-23.25
Edenic,-23.0,-23.0
Subcircular,-23.75,-23.75
Catnip,-22.875,-22.875
Aviatrix,-22.625,-22.625
Arthroempyema,-22.5,-22.5
Cinnamate,-23.5,-23.5
Smirchless,-23.0,-23.0
Fenner,-23.0,-23.0
Overspun,-23.0,-23.0
Saturnine,-23.125,-23.125
Strongylon,-23.375,-23.375
Octacolic,-23.375,-23.375
Unsight,-23.0,-23.0
Escambio,-23.5,-23.5
Jerque,-23.0,-23.0
Cabiritic,-23.25,-23.25
Lidgate,-23.5,-23.5
Pseudoparesis,-23.0,-23.0
Faradizer,-22.875,-22.875
Quixotry,-23.75,-23.75
Hussies,-22.875,-22.875
Viviparism,-23.375,-23.375
Embryulculci,-23.0,-23.0
Membranous,-23.125,-23.125
Nationless,-23.5,-23.5
Mastabas,-23.25,-23.25
Japanner,-23.875,-23.875
Bargeman,-22.875,-22.875
Oxtongue,-23.5,-23.5
Anomoeanism,-24.25,-24.25
Trisensory,-23.375,-23.375
Irresponsive,-23.625,-23.625
Rockbird,-23.125,-23.125
Forelocks,-22.75,-22.75
Panegyricon,-23.125,-23.125
Distressful,-23.125,-23.125
Alodium,-23.0,-23.0
Berberidaceae,-23.0,-23.0
Depasture,-23.25,-23.25
Xanthinuria,-22.875,-22.875
Prespinous,-23.125,-23.125
Summarizations,-23.5,-23.5
Tettigoniidae,-22.625,-22.625
Ontologise,-24.0,-24.0
Outrede,-23.0,-23.0
Weirder,-23.125,-23.125
Albuminise,-23.125,-23.125
Semiorbiculate,-23.5,-23.5
Preoffer,-23.375,-23.375
Stowaway,-23.0,-23.0
Electrotypy,-23.25,-23.25
Ophian,-23.5,-23.5
Anosmic,-23.25,-23.25
Semiclimber,-23.25,-23.25
Scorpios,-23.25,-23.25
Coarctate,-23.125,-23.125
Limnoria,-23.0,-23.0
Misnarrate,-23.25,-23.25
Pneumococcous,-23.125,-23.125
Jukebox,-23.125,-23.125
Unmonarchical,-23.75,-23.75
Engrosses,-23.25,-23.25
Colonizers,-23.75,-23.75
Outdoor,-22.875,-22.875
Iulidan,-23.0,-23.0
Photodermatism,-23.125,-23.125
Startler,-23.0,-23.0
Marita,-22.875,-22.875
Beqwete,-23.25,-23.25
Limbec,-22.75,-22.75
Glauke,-22.25,-22.25
Imides,-23.25,-23.25
Gadger,-22.75,-22.75
Forams,-22.75,-22.75
Pregame,-23.375,-23.375
Blunnen,-23.0,-23.0
Termites,-22.375,-22.375
Chrysophanic,-23.375,-23.375
Fructoses,-23.0,-23.0
Inability,-23.0,-23.0
Puppyfish,-22.875,-22.875
Mauler,-23.25,-23.25
Erotomania,-23.5,-23.5
Postscripts,-23.375,-23.375
Waferwoman,-22.75,-22.75
Houvari,-23.5,-23.5
Stanjen,-23.0,-23.0
Secularize,-23.875,-23.875
Nomina,-23.25,-23.25
Angiasthenia,-23.0,-23.0
Lacerta,-22.75,-22.75
Beguard,-23.0,-23.0
Flamelike,-23.5,-23.5
Docudrama,-23.0,-23.0
Foretooth,-22.875,-22.875
Bryophyte,-22.75,-22.75
Shanks,-22.875,-22.875
Ichthyal,-22.625,-22.625
Thimbleman,-22.625,-22.625
Ministrate,-23.5,-23.5
Studerite,-23.5,-23.5
Abiogenetical,-23.375,-23.375
Poloniums,-23.75,-23.75
Tidings,-23.125,-23.125
Nematogene,-23.375,-23.375
Lawsuits,-23.5,-23.5
Incomings,-23.5,-23.5
Archdevil,-22.375,-22.375
Conditione,-23.125,-23.125
Mishit,-23.0,-23.0
Guyana,-22.875,-22.875
Peridiniaceae,-23.0,-23.0
Scotomic,-23.0,-23.0
Megatheriidae,-23.0,-23.0
Perreia,-23.25,-23.25
Juggernauts,-23.0,-23.0
Seccotine,-23.625,-23.625
Appreciators,-23.125,-23.125
Cowtail,-23.0,-23.0
Egocentristic,-23.25,-23.25
Nivernaise,-22.75,-22.75
Cancellous,-23.375,-23.375
Urbaner,-23.25,-23.25
Ernest,-22.75,-22.75
Jarvies,-22.625,-22.625
Traitorwise,-23.25,-23.25
Quiets,-23.125,-23.125
Mahjongg,-22.625,-22.625
Bunkery,-23.25,-23.25
Amenability,-23.375,-23.375
Phenotypes,-23.375,-23.375
Paratoluidine,-23.125,-23.125
Sorbate,-23.5,-23.5
Digitals,-23.375,-23.375
Recommender,-23.25,-23.25
Chloropsia,-23.25,-23.25
Figurants,-23.375,-23.375
Nonambitious,-23.375,-23.375
Aerodynes,-23.0,-23.0
Noncomplicity,-23.375,-23.375
Imanlaut,-23.0,-23.0
Betain,-23.0,-23.0
Surmisal,-23.125,-23.125
Unillusory,-23.125,-23.125
Brassies,-22.5,-22.5
Laurelwood,-22.25,-22.25
Wanwit,-23.375,-23.375
Brontolith,-22.75,-22.75
Platinotype,-23.0,-23.0
Subtersurface,-23.5,-23.5
Chemotropic,-23.25,-23.25
Megarensian,-23.25,-23.25
Vargueno,-23.125,-23.125
Reinduce,-23.625,-23.625
Euaster,-23.125,-23.125
Microbe,-23.0,-23.0
Rattlertree,-22.875,-22.875
Empiric,-23.375,-23.375
Indoctrinate,-23.375,-23.375
Sulfion,-23.125,-23.125
Macrodontism,-23.625,-23.625
Lionisers,-23.375,-23.375
Disarmer,-23.25,-23.25
Lamasary,-23.375,-23.375
Nonatmospheric,-23.25,-23.25
Celtist,-23.0,-23.0
Hydrocarbonic,-23.25,-23.25
Consignatary,-23.625,-23.625
Unspatial,-23.125,-23.125
Paella,-22.625,-22.625
Micellae,-22.875,-22.875
Sankhya,-23.25,-23.25
Toxophobia,-22.875,-22.875
Carefuller,-23.125,-23.125
Thermopleion,-23.125,-23.125
Autoloaders,-23.75,-23.75
Endoglobular,-23.5,-23.5
Shapiest,-23.0,-23.0
Slavism,-23.75,-23.75
Teletactile,-23.25,-23.25
Indicter,-23.375,-23.375
Gelder,-23.0,-23.0
Veinwork,-22.875,-22.875
Skatikas,-22.75,-22.75
Metrostaxis,-23.0,-23.0
Egracias,-22.125,-22.125
Stonehatch,-22.75,-22.75
Absolvent,-23.375,-23.375
Epibole,-23.25,-23.25
Reticle,-23.5,-23.5
Expediential,-23.125,-23.125
Supercolumnar,-23.375,-23.375
Outpush,-23.5,-23.5
Oriolidae,-23.625,-23.625
Portas,-23.25,-23.25
Mannites,-22.75,-22.75
Thynnid,-22.875,-22.875
Chaffinch,-23.125,-23.125
Kendir,-23.125,-23.125
Nanosomus,-23.0,-23.0
Magnetosphere,-23.25,-23.25
Gymnoconia,-23.0,-23.0
Furunculus,-23.375,-23.375
Noncyclic,-23.625,-23.625
Semibiologic,-23.25,-23.25
Neoterical,-23.5,-23.5
Hemoplastic,-22.75,-22.75
Lactesce,-23.125,-23.125
Varieties,-23.0,-23.0
Foredates,-23.25,-23.25
Tigerlike,-23.625,-23.625
Confounders,-23.5,-23.5
Queller,-23.0,-23.0
Dietzeite,-22.75,-22.75
Ohmmeters,-22.875,-22.875
Hydatomorphic,-23.5,-23.5
Devalue,-23.5,-23.5
Tenfold,-22.875,-22.875
Shiraz,-23.125,-23.125
Imposthumate,-23.25,-23.25
Antidogmatism,-23.75,-23.75
Fluemen,-23.25,-23.25
Samani,-23.0,-23.0
Ratlins,-23.25,-23.25
Unintegrative,-23.875,-23.875
Squidgier,-23.0,-23.0
Heterosis,-23.5,-23.5
Hijacks,-23.375,-23.375
Potties,-23.25,-23.25
Smellie,-23.25,-23.25
Stoolball,-22.75,-22.75
Podargidae,-23.5,-23.5
Chattelship,-23.25,-23.25
Maturescence,-23.25,-23.25
Ziggurat,-22.625,-22.625
Angiosymphysis,-23.25,-23.25
Caimitillo,-23.0,-23.0
Meringues,-23.25,-23.25
Zymometer,-23.0,-23.0
Overcommit,-23.125,-23.125
Furfuramid,-22.875,-22.875
Tiglon,-23.125,-23.125
Bitonalities,-23.125,-23.125
Toiler,-23.125,-23.125
Tabulare,-23.0,-23.0
Jobarbe,-23.125,-23.125
Bisetose,-23.25,-23.25
Monodist,-23.625,-23.625
Unfoxy,-23.125,-23.125
Lamblike,-23.375,-23.375
Afrikaans,-22.375,-22.375
Rerecord,-23.875,-23.875
Celiac,-22.75,-22.75
Imperialize,-23.625,-23.625
Tinctures,-22.875,-22.875
Polygenesist,-23.375,-23.375
Chervils,-22.75,-22.75
Backwasher,-22.875,-22.875
Lignicolous,-23.125,-23.125
Silvex,-23.375,-23.375
Ectocarpus,-22.375,-22.375
Gastrovascular,-23.0,-23.0
Periodicalism,-23.25,-23.25
Pumice,-23.0,-23.0
Honourless,-23.25,-23.25
Plotless,-23.125,-23.125
Bareges,-23.0,-23.0
Taxameter,-23.0,-23.0
Frippery,-23.125,-23.125
Teamwise,-23.0,-23.0
Presses,-23.0,-23.0
Tetrachlorides,-23.0,-23.0
Mulish,-23.375,-23.375
Hesitance,-23.25,-23.25
Whitestone,-22.625,-22.625
Flypasts,-23.125,-23.125
Petasuses,-22.875,-22.875
Remeet,-23.625,-23.625
Trijugate,-23.5,-23.5
Seamew,-22.25,-22.25
Mammoths,-22.875,-22.875
Tyrannidae,-23.375,-23.375
Nebraskans,-23.125,-23.125
Andvari,-22.75,-22.75
Pelargi,-23.125,-23.125
Aurums,-22.75,-22.75
Dhootie,-23.25,-23.25
Phillumenist,-23.0,-23.0
Protaxial,-23.625,-23.625
Unshackle,-23.25,-23.25
Ericineous,-23.0,-23.0
Demulsion,-23.375,-23.375
Saponine,-23.0,-23.0
Benjamin,-22.5,-22.5
Isolates,-23.125,-23.125
Biospeleology,-23.0,-23.0
Sectarist,-23.5,-23.5
Phoneme,-23.375,-23.375
Rankish,-23.5,-23.5
Tyroglyphid,-22.875,-22.875
Bitterworm,-23.375,-23.375
Kailyards,-23.0,-23.0
Cyphomandra,-23.25,-23.25
Purkinje,-23.375,-23.375
Expropriate,-23.625,-23.625
Unconversion,-23.25,-23.25
Amenta,-23.75,-23.75
Antiquary,-23.625,-23.625
Formulations,-23.25,-23.25
Soffits,-22.875,-22.875
Areola,-23.0,-23.0
Eupnoea,-23.0,-23.0
Grewsomest,-23.125,-23.125
Hellenisticism,-24.0,-24.0
Youdendrift,-23.25,-23.25
Centraxonial,-23.375,-23.375
Discernible,-23.125,-23.125
Motilities,-23.25,-23.25
Inaudibility,-23.125,-23.125
Numnah,-22.625,-22.625
Pronouncer,-23.0,-23.0
Smilacaceae,-23.0,-23.0
Colinearity,-23.375,-23.375
Clamcracker,-23.375,-23.375
Coalmonger,-23.125,-23.125
Banish,-23.375,-23.375
Pareoean,-23.0,-23.0
Timpanums,-22.375,-22.375
Pentameran,-23.375,-23.375
Prorectorate,-23.625,-23.625
Dynamophone,-23.125,-23.125
Medusas,-22.875,-22.875
Unigenous,-23.5,-23.5
Osteoplaque,-22.875,-22.875
Causus,-23.125,-23.125
Despond,-23.125,-23.125
Laudator,-23.5,-23.5
Pyelometry,-23.25,-23.25
Domiciliary,-23.125,-23.125
Largos,-23.125,-23.125
Dorsispinal,-23.125,-23.125
Precis,-23.125,-23.125
Acutorsion,-23.125,-23.125
Ultraservile,-22.75,-22.75
Sphenopsid,-23.125,-23.125
Lepidophyte,-22.75,-22.75
Unblindfold,-23.375,-23.375
Erithacus,-23.375,-23.375
Prizefighters,-23.25,-23.25
Nybble,-22.75,-22.75
Chloridize,-23.5,-23.5
Bacillar,-23.25,-23.25
Jucuna,-23.5,-23.5
Wafters,-22.75,-22.75
Gynecologic,-22.875,-22.875
Outsift,-23.0,-23.0
Explosive,-23.125,-23.125
Pileous,-23.125,-23.125
Xanthogenamide,-22.75,-22.75
Interglandular,-22.875,-22.875
Ptenoglossate,-23.0,-23.0
Distills,-22.75,-22.75
Lambdas,-23.25,-23.25
Tachyon,-22.875,-22.875
Factual,-23.375,-23.375
Cosmism,-23.375,-23.375
Hydrorhizal,-22.75,-22.75
Tegular,-23.125,-23.125
Maddock,-23.25,-23.25
Boltonia,-23.0,-23.0
Dibstones,-23.0,-23.0
Heterotypic,-23.625,-23.625
Oilfishes,-23.0,-23.0
Grinner,-23.0,-23.0
Onionlike,-23.25,-23.25
