entity,base_mean_yes_margin,base_stem0
Assuager,-23.625,-23.625
Bauhinias,-23.125,-23.125
Prelatial,-23.0,-23.0
Nostoc,-22.875,-22.875
Drupelet,-23.25,-23.25
Rereward,-22.875,-22.875
Spilehole,-23.0,-23.0
Crawdad,-23.125,-23.125
Villegiature,-23.125,-23.125
Monastic,-22.75,-22.75
Unstow,-23.375,-23.375
Harast,-23.0,-23.0
Mountainside,-23.0,-23.0
Episporangium,-22.75,-22.75
Braquemard,-23.125,-23.125
Hendecahedron,-22.375,-22.375
Overcare,-23.125,-23.125
Prescore,-23.125,-23.125
Fruiteress,-23.125,-23.125
Oversupplies,-23.25,-23.25
Curbline,-23.5,-23.5
Pyorrhoeic,-23.5,-23.5
Jacunda,-22.625,-22.625
Antiseptic,-23.25,-23.25
Cooperates,-22.75,-22.75
Flappier,-22.875,-22.875
Pickage,-23.0,-23.0
Hararese,-23.375,-23.375
Oppositive,-23.75,-23.75
Narrowish,-23.25,-23.25
Baffler,-23.0,-23.0
Praesertim,-23.375,-23.375
Godfrey,-22.625,-22.625
Reticularia,-23.25,-23.25
Commodity,-23.375,-23.375
Explementary,-23.5,-23.5
Perisome,-23.0,-23.0
Languid,-23.0,-23.0
Propinquitatis,-23.375,-23.375
Shafii,-23.5,-23.5
Epizoite,-23.125,-23.125
Underguard,-23.375,-23.375
Schoolgirls,-22.125,-22.125
Subconchoidal,-23.25,-23.25
Apocyneous,-23.375,-23.375
Transept,-23.375,-23.375
Cranberries,-23.125,-23.125
Hyalite,-22.625,-22.625
Fluoroborate,-23.375,-23.375
Telembi,-23.125,-23.125
Evasion,-23.75,-23.75
Anginose,-23.25,-23.25
Tetanises,-23.125,-23.125
Pinholes,-23.0,-23.0
Hematocryal,-22.875,-22.875
Tannogallic,-23.125,-23.125
Ostraca,-22.875,-22.875
Coorie,-22.625,-22.625
Conoidical,-23.125,-23.125
Salele,-22.875,-22.875
Scrimmage,-23.0,-23.0
Organless,-23.125,-23.125
Nonsequential,-22.625,-22.625
Brinkmanship,-22.875,-22.875
Mesaxonic,-23.0,-23.0
Rickettsias,-22.75,-22.75
Opulence,-23.625,-23.625
Schrebera,-23.375,-23.375
Lampadist,-23.375,-23.375
Concordial,-23.25,-23.25
Oariocele,-23.125,-23.125
Camacan,-23.0,-23.0
Cassabanana,-22.875,-22.875
Stellenbosch,-22.875,-22.875
Psychorhythm,-23.25,-23.25
Popularizer,-23.875,-23.875
Arvicolinae,-22.875,-22.875
Subtranslucent,-23.375,-23.375
Dysteleology,-23.25,-23.25
Argentinian,-23.125,-23.125
Inebriacy,-23.125,-23.125
Jussiaea,-23.0,-23.0
Bicornate,-23.5,-23.5
Preinstructive,-23.5,-23.5
Endear,-22.875,-22.875
Tomboyism,-23.625,-23.625
Hooligan,-23.625,-23.625
Pseudosuchia,-22.875,-22.875
Aizoon,-23.125,-23.125
Heterotaxy,-23.375,-23.375
Tenderizers,-23.0,-23.0
Springwater,-23.25,-23.25
Delphinus,-23.0,-23.0
Outstood,-23.125,-23.125
Polydactyle,-23.125,-23.125
Scalesman,-22.75,-22.75
Flatcars,-22.875,-22.875
Middenstead,-22.5,-22.5
Meatoscopy,-22.5,-22.5
Gownlet,-23.125,-23.125
Spirous,-22.625,-22.625
Slitless,-23.125,-23.125
Ceraceous,-22.75,-22.75
Trokes,-23.125,-23.125
Nematelminthes,-22.375,-22.375
Company,-22.875,-22.875
Catnache,-22.875,-22.875
Antitrust,-23.75,-23.75
Periost,-23.375,-23.375
Vampirize,-23.125,-23.125
Maulawiyah,-23.75,-23.75
Coudee,-23.5,-23.5
Ontography,-23.25,-23.25
Byrewoman,-22.75,-22.75
Kurilian,-22.875,-22.875
Cartoonist,-23.25,-23.25
Interurban,-23.125,-23.125
Germanium,-22.875,-22.875
Mongeese,-23.125,-23.125
Poortiths,-23.25,-23.25
Poland,-23.25,-23.25
Egoizer,-23.5,-23.5
Preconstructs,-23.0,-23.0
Brunoniaceae,-23.25,-23.25
Troglodytinae,-23.375,-23.375
Phytonomy,-23.375,-23.375
Moustoc,-23.625,-23.625
Remelt,-23.0,-23.0
Tobacconize,-22.875,-22.875
Voicelet,-23.125,-23.125
Calcifugal,-23.125,-23.125
Brevier,-23.0,-23.0
Bourage,-23.375,-23.375
Pensionat,-22.625,-22.625
Aquameter,-23.25,-23.25
Apyretic,-23.375,-23.375
Nonterritorial,-23.625,-23.625
Unthinkability,-23.125,-23.125
Hyaloandesite,-23.0,-23.0
Ultramodernist,-23.75,-23.75
Cynogenealogy,-23.375,-23.375
Cingulectomy,-23.375,-23.375
Schnapper,-22.75,-22.75
Reimport,-23.75,-23.75
Deterministic,-23.0,-23.0
Pituita,-23.375,-23.375
Antirabies,-23.5,-23.5
Civilize,-23.875,-23.875
Aikido,-23.375,-23.375
Unnimble,-23.375,-23.375
Biopotential,-22.875,-22.875
Depositor,-23.375,-23.375
Silvery,-23.375,-23.375
Cocciform,-23.5,-23.5
Comitant,-23.625,-23.625
Beryline,-22.75,-22.75
Degassers,-23.125,-23.125
Loudmouths,-23.25,-23.25
Romanceress,-22.875,-22.875
Tradename,-23.5,-23.5
Jiveass,-22.875,-22.875
Hypocalcemia,-23.25,-23.25
Gypsywise,-22.875,-22.875
Roughleg,-22.625,-22.625
Peterkin,-22.75,-22.75
Haptor,-23.625,-23.625
Sulphurproof,-23.125,-23.125
Viscose,-23.0,-23.0
Unmellow,-23.25,-23.25
Bulletin,-22.75,-22.75
Nondecane,-23.0,-23.0
Palateless,-23.0,-23.0
Coosers,-23.25,-23.25
Integrand,-23.375,-23.375
Tarrish,-23.25,-23.25
Exulceratory,-23.25,-23.25
Centipede,-23.125,-23.125
Aftercare,-22.625,-22.625
Monogenea,-22.75,-22.75
Daftlike,-23.375,-23.375
Reservative,-23.5,-23.5
Kinker,-23.125,-23.125
Musimon,-23.25,-23.25
Quarternight,-23.25,-23.25
Prisms,-23.125,-23.125
Dissonous,-23.375,-23.375
Pillowwork,-23.125,-23.125
Hoopmaker,-23.375,-23.375
Overcry,-23.375,-23.375
Monosomatic,-23.25,-23.25
Cyclopoid,-23.0,-23.0
Hemlines,-22.375,-22.375
Gainings,-23.125,-23.125
Infrabuccal,-22.875,-22.875
Tectosages,-23.25,-23.25
Edgemaker,-23.125,-23.125
Galvanography,-23.25,-23.25
Jumperism,-23.625,-23.625
Schute,-22.75,-22.75
Acroconidium,-23.0,-23.0
Redimensions,-22.875,-22.875
Overgenerous,-23.5,-23.5
Netchilik,-22.875,-22.875
Pseudocentric,-23.25,-23.25
Mental,-22.875,-22.875
Palegold,-23.0,-23.0
Ahorse,-23.25,-23.25
Predismissal,-23.5,-23.5
Unlatches,-23.25,-23.25
Underhatch,-23.375,-23.375
Chunderous,-23.0,-23.0
Physiform,-23.0,-23.0
Saumont,-22.75,-22.75
Indicatorinae,-23.125,-23.125
Whoosh,-22.75,-22.75
Privant,-23.375,-23.375
Penner,-23.125,-23.125
Demihorse,-23.125,-23.125
Highchair,-22.625,-22.625
Projacient,-23.125,-23.125
Maryknoll,-22.875,-22.875
Sanders,-22.625,-22.625
Papabote,-23.5,-23.5
Immensurate,-23.25,-23.25
Fluxion,-23.125,-23.125
Sumage,-23.125,-23.125
Diachylum,-23.0,-23.0
Reattains,-23.375,-23.375
Pupunha,-23.375,-23.375
Sentential,-23.5,-23.5
Methylal,-23.0,-23.0
Redipper,-23.125,-23.125
Lingster,-23.125,-23.125
Flames,-23.125,-23.125
Augers,-22.75,-22.75
Unjocund,-23.375,-23.375
Yengeese,-23.125,-23.125
Lithofellic,-23.0,-23.0
Nonascendance,-23.0,-23.0
Stomatomycosis,-22.625,-22.625
Polydisperse,-23.875,-23.875
Bodhisattwa,-23.0,-23.0
Spreng,-23.375,-23.375
Equipostile,-23.25,-23.25
Tartufish,-22.5,-22.5
Outfind,-23.125,-23.125
Passaggi,-22.75,-22.75
Islamism,-24.25,-24.25
Zootherapy,-22.875,-22.875
Overmagnetic,-23.75,-23.75
Nondialectic,-23.75,-23.75
Vinegar,-22.75,-22.75
Nighest,-23.375,-23.375
Xenophobes,-23.5,-23.5
Largen,-23.375,-23.375
Dolabrate,-23.5,-23.5
Shawlless,-22.5,-22.5
Snazzy,-22.5,-22.5
Tragasol,-22.875,-22.875
Eequinoctium,-23.0,-23.0
Liberality,-23.875,-23.875
Exotica,-23.375,-23.375
Bruchidae,-23.125,-23.125
Warners,-22.875,-22.875
Doublette,-23.75,-23.75
Homotype,-23.75,-23.75
Lurdans,-23.125,-23.125
Gentiana,-23.25,-23.25
Viscoscope,-23.125,-23.125
Trochleariform,-23.125,-23.125
Paralogism,-24.0,-24.0
Convergent,-23.375,-23.375
Filosus,-23.375,-23.375
Extraprostatic,-23.125,-23.125
Atretic,-22.875,-22.875
Paramyelin,-23.125,-23.125
Tabret,-23.0,-23.0
Subeffective,-23.25,-23.25
Biblicism,-24.0,-24.0
Choriambuses,-23.25,-23.25
Plasmology,-23.375,-23.375
Phytase,-23.25,-23.25
Cresamine,-22.75,-22.75
Amiability,-23.25,-23.25
Lilacs,-22.5,-22.5
Chumpy,-22.75,-22.75
Hygienists,-22.875,-22.875
Ostreophagist,-23.0,-23.0
Centrobaric,-23.0,-23.0
Haeres,-23.25,-23.25
Spinuliform,-23.25,-23.25
Subconvolute,-23.375,-23.375
Galeidae,-23.25,-23.25
Stemless,-22.875,-22.875
Vendibilities,-22.875,-22.875
Sericins,-23.375,-23.375
Discommode,-22.875,-22.875
Swordcraft,-23.125,-23.125
Inhumane,-23.25,-23.25
Handclasp,-23.375,-23.375
Sympathizes,-23.375,-23.375
Rhynchophora,-23.0,-23.0
Teutonism,-23.875,-23.875
Binnacle,-23.125,-23.125
Espadrilles,-22.75,-22.75
Anagenesis,-23.625,-23.625
Quartetto,-23.25,-23.25
Echinochloa,-22.625,-22.625
Hematopoiesis,-23.375,-23.375
Externes,-23.5,-23.5
Earthworks,-23.0,-23.0
Notepads,-23.25,-23.25
Hemiglossal,-23.375,-23.375
Sicyonic,-23.75,-23.75
Inglobe,-23.5,-23.5
Capple,-23.125,-23.125
Emulsifies,-23.25,-23.25
Hemoproctia,-23.125,-23.125
Kobellite,-23.125,-23.125
Bephrase,-23.25,-23.25
Dissimilate,-23.625,-23.625
Chloropia,-23.125,-23.125
Horologies,-22.875,-22.875
Embossman,-23.5,-23.5
Lexicologist,-23.5,-23.5
Snuffers,-23.125,-23.125
Epithymetical,-23.125,-23.125
Cremocarp,-23.0,-23.0
Counterriposte,-23.375,-23.375
Networks,-23.375,-23.375
Evilest,-23.25,-23.25
Noncontinuance,-23.5,-23.5
Prosorus,-23.0,-23.0
Quirts,-23.125,-23.125
Concessory,-23.125,-23.125
Cevadine,-23.25,-23.25
Lowland,-23.25,-23.25
Squattest,-23.0,-23.0
Teeswater,-22.625,-22.625
Oxindole,-23.75,-23.75
Vicinages,-23.375,-23.375
Kolobia,-23.0,-23.0
Subsheriff,-23.375,-23.375
Gormandism,-23.375,-23.375
Brickkiln,-23.125,-23.125
Prohibiter,-23.375,-23.375
Outbeggar,-23.625,-23.625
Holochoanites,-23.25,-23.25
Nitrolamine,-23.375,-23.375
Macroanalyst,-23.625,-23.625
Posttetanic,-23.375,-23.375
Bromos,-23.125,-23.125
Osmogene,-23.75,-23.75
Decolonise,-23.625,-23.625
Honduran,-22.625,-22.625
Gypsoplast,-23.375,-23.375
Incrustations,-23.0,-23.0
Tamenesses,-23.5,-23.5
Septomaxillary,-23.0,-23.0
Linters,-23.0,-23.0
Modular,-23.125,-23.125
Landowners,-23.25,-23.25
Hoopoo,-23.375,-23.375
Decoherer,-23.125,-23.125
Phoenix,-23.5,-23.5
Enrage,-23.5,-23.5
Nitrosomonas,-22.375,-22.375
Itcheoglan,-22.75,-22.75
Splenectopia,-23.0,-23.0
Choufleur,-22.875,-22.875
Typhoemia,-23.25,-23.25
Bassnesses,-23.0,-23.0
Endogenies,-23.375,-23.375
Preaffiliate,-23.25,-23.25
Thronos,-22.875,-22.875
Hidalgo,-23.75,-23.75
Chorous,-23.0,-23.0
Ligature,-23.125,-23.125
Cephalofacial,-22.75,-22.75
Perioptic,-22.875,-22.875
Footlicker,-23.25,-23.25
Metadromous,-23.0,-23.0
Limitrophe,-23.5,-23.5
Testificator,-23.25,-23.25
Tarbogan,-23.625,-23.625
Greenstone,-23.25,-23.25
Unintegrative,-23.875,-23.875
Hereditarian,-23.25,-23.25
Quince,-23.125,-23.125
Splenauxe,-22.75,-22.75
Nurser,-23.0,-23.0
Gotham,-22.875,-22.875
Seership,-22.875,-22.875
Bridemaid,-23.125,-23.125
Gasmen,-22.875,-22.875
Erythron,-22.875,-22.875
Goorals,-23.0,-23.0
Coquetoon,-23.0,-23.0
Unerodent,-23.25,-23.25
Saxophone,-22.625,-22.625
Octagonal,-23.375,-23.375
Bawhorse,-23.5,-23.5
Nonconformity,-23.375,-23.375
Laxifoliate,-23.25,-23.25
Daleman,-22.75,-22.75
Brainy,-23.25,-23.25
Threaders,-23.0,-23.0
Alopecic,-23.25,-23.25
Bushings,-23.0,-23.0
Glutamate,-22.625,-22.625
Staatsraad,-23.0,-23.0
Noshers,-23.125,-23.125
Englishmen,-24.0,-24.0
Coveter,-23.5,-23.5
Squashers,-23.125,-23.125
Intendeds,-23.375,-23.375
Lymphosarcomas,-22.75,-22.75
Derepress,-23.5,-23.5
Macros,-23.5,-23.5
Antiphonies,-23.5,-23.5
Brushiest,-22.875,-22.875
Terfezia,-23.125,-23.125
Picrotin,-23.375,-23.375
Loutrophoros,-22.875,-22.875
Xylophagid,-22.75,-22.75
Marxism,-24.125,-24.125
Lawson,-23.0,-23.0
Dedimus,-23.25,-23.25
Mormorando,-23.0,-23.0
Brache,-23.375,-23.375
Sheiks,-22.875,-22.875
Biosynthesis,-23.5,-23.5
Bemist,-23.375,-23.375
Thankyou,-23.125,-23.125
Precess,-23.5,-23.5
Splenoid,-23.375,-23.375
Homework,-22.875,-22.875
Continuate,-23.25,-23.25
Urceolina,-23.125,-23.125
Eurygaea,-23.0,-23.0
Exudate,-23.25,-23.25
Asaphid,-23.125,-23.125
Autopticity,-23.125,-23.125
Colibacillosis,-22.875,-22.875
Beetler,-22.625,-22.625
Scandium,-23.0,-23.0
Berean,-22.875,-22.875
Undazzle,-23.25,-23.25
Beglerbeg,-22.5,-22.5
Gemlike,-23.125,-23.125
Youngun,-23.125,-23.125
Stinter,-23.0,-23.0
Suprailiac,-23.0,-23.0
Hyperwrought,-23.375,-23.375
Documentize,-23.0,-23.0
Flourishy,-23.125,-23.125
Untreacherous,-23.5,-23.5
Unroots,-23.625,-23.625
Keratoscopy,-22.875,-22.875
Orchestrina,-23.375,-23.375
Cresoline,-22.5,-22.5
Wampuses,-23.125,-23.125
Tallowlike,-23.375,-23.375
Wullawins,-23.125,-23.125
Smugglers,-23.125,-23.125
Misspell,-22.75,-22.75
Physcomitrium,-23.0,-23.0
Supergene,-23.375,-23.375
Bushveld,-23.0,-23.0
Agrotechny,-23.125,-23.125
Amidward,-23.25,-23.25
Turcism,-24.25,-24.25
Graphite,-23.125,-23.125
Unlight,-23.625,-23.625
Nestlike,-23.25,-23.25
Perisher,-22.5,-22.5
Fruggin,-22.875,-22.875
Allocaffeine,-22.75,-22.75
Skegger,-23.125,-23.125
Vindaloo,-22.875,-22.875
Enomotarch,-23.625,-23.625
Marrowfat,-23.0,-23.0
Scungili,-23.375,-23.375
Flashguns,-22.875,-22.875
Pentamerous,-23.625,-23.625
Westfalite,-23.125,-23.125
Isothermobath,-23.125,-23.125
Saprophytism,-23.5,-23.5
Neocubism,-23.75,-23.75
Cidarid,-22.875,-22.875
Fearnaught,-22.375,-22.375
Overfurnishes,-23.125,-23.125
Uterocele,-22.625,-22.625
Listers,-23.125,-23.125
Unquotes,-23.5,-23.5
Circuiter,-23.25,-23.25
Curettes,-23.0,-23.0
Lector,-23.5,-23.5
Weasels,-22.875,-22.875
Vizierial,-23.25,-23.25
Vicecomes,-23.25,-23.25
Nurselet,-22.75,-22.75
Synclines,-23.375,-23.375
Mucoids,-23.0,-23.0
Ogdoas,-23.0,-23.0
Enneagons,-23.25,-23.25
Retrocardiac,-23.0,-23.0
Exstrophy,-23.375,-23.375
Stirrer,-23.75,-23.75
Recushion,-23.375,-23.375
Kaleidescope,-23.0,-23.0
Absampere,-23.375,-23.375
Proveditor,-23.75,-23.75
Transvalue,-23.75,-23.75
Source,-23.5,-23.5
Hahnemannian,-23.125,-23.125
Upwound,-23.5,-23.5
Kindredless,-22.875,-22.875
Multiplexor,-23.125,-23.125
Heterography,-23.5,-23.5
Anallagmatis,-23.125,-23.125
Chemisette,-22.875,-22.875
Gifblaar,-22.75,-22.75
Senhorita,-23.0,-23.0
Moodir,-23.375,-23.375
Welsom,-23.625,-23.625
Archeologian,-23.125,-23.125
Murrha,-23.125,-23.125
Excipula,-22.75,-22.75
Supersensitize,-23.75,-23.75
Highhole,-23.125,-23.125
Preappearance,-23.25,-23.25
Aerospace,-23.0,-23.0
Quinolinic,-22.75,-22.75
Incapacities,-22.875,-22.875
Creeshy,-22.875,-22.875
Tofore,-23.0,-23.0
Taetsia,-23.125,-23.125
Rerival,-23.625,-23.625
Unusuality,-23.625,-23.625
Overlands,-23.0,-23.0
Remanufacture,-23.375,-23.375
Myomancy,-23.0,-23.0
Vicomtesse,-22.875,-22.875
Fetters,-23.125,-23.125
Encheer,-23.75,-23.75
Restigmatize,-23.0,-23.0
Unpack,-23.125,-23.125
Backblocks,-23.375,-23.375
Whaleman,-22.625,-22.625
Lamprophony,-23.625,-23.625
Escribe,-23.0,-23.0
Siddurim,-23.25,-23.25
Frottage,-23.375,-23.375
Tongueful,-23.25,-23.25
Caliphal,-23.375,-23.375
Subtertian,-23.625,-23.625
Ferrums,-22.875,-22.875
Quango,-23.5,-23.5
Presages,-22.875,-22.875
Toxophil,-23.0,-23.0
Knifeless,-22.875,-22.875
Khansama,-23.0,-23.0
Isoindole,-23.125,-23.125
Rebulk,-23.25,-23.25
Desserts,-22.375,-22.375
Hanahill,-23.125,-23.125
Pulegol,-23.25,-23.25
Shaglet,-23.125,-23.125
Androphore,-23.25,-23.25
Svetambara,-23.125,-23.125
Abumbrellar,-23.25,-23.25
Warnings,-22.75,-22.75
Auroauric,-23.25,-23.25
Planetal,-23.0,-23.0
Mushrooms,-23.125,-23.125
Communitorium,-23.5,-23.5
Skatol,-23.25,-23.25
Paradoxides,-23.5,-23.5
Tenebrity,-23.25,-23.25
Papergirl,-23.625,-23.625
Overgot,-23.5,-23.5
Hotter,-23.0,-23.0
Haidan,-23.75,-23.75
Panegyricize,-23.75,-23.75
Unmuddle,-22.875,-22.875
Unpenitential,-23.75,-23.75
Metasomasis,-23.25,-23.25
Antipestilence,-23.5,-23.5
Somewhence,-23.125,-23.125
Nornicotine,-23.375,-23.375
Mesorchium,-23.375,-23.375
Discission,-23.375,-23.375
Dearnesses,-23.25,-23.25
Heptarchs,-23.125,-23.125
Noonwards,-23.0,-23.0
Tipful,-23.0,-23.0
Bangkoks,-23.25,-23.25
Opinion,-23.5,-23.5
Possemen,-23.25,-23.25
Turnway,-23.25,-23.25
Knysna,-22.625,-22.625
Phaenomenon,-23.125,-23.125
Stelai,-23.5,-23.5
Nephelinitic,-23.125,-23.125
Precentrix,-23.0,-23.0
Cribber,-23.5,-23.5
Phrasem,-23.125,-23.125
Subservience,-23.375,-23.375
Cavayard,-22.875,-22.875
Retitle,-23.375,-23.375
Gamopetalous,-23.25,-23.25
Uncontributive,-23.625,-23.625
Unnatural,-23.375,-23.375
Sheepless,-23.375,-23.375
Humdingers,-23.0,-23.0
Purportless,-23.375,-23.375
Unhurtful,-23.375,-23.375
Elaborators,-23.25,-23.25
Goniatitid,-22.75,-22.75
Seragli,-22.875,-22.875
Pensils,-22.625,-22.625
Prepectoral,-23.625,-23.625
Unsmote,-23.25,-23.25
Collectivity,-23.5,-23.5
Superstatesman,-23.25,-23.25
Dodecatyl,-23.25,-23.25
Catocathartic,-23.5,-23.5
Antipyretic,-23.25,-23.25
Chorogi,-23.5,-23.5
Couchette,-22.75,-22.75
Frusta,-22.875,-22.875
Hypopiesis,-23.5,-23.5
Physocarpus,-23.0,-23.0
Alictisal,-23.0,-23.0
Trophophorous,-23.25,-23.25
Abactinal,-23.25,-23.25
Sociocentric,-23.5,-23.5
Rachianectes,-23.0,-23.0
Brumous,-23.375,-23.375
Devota,-22.875,-22.875
Plutolatry,-23.375,-23.375
Suppletory,-23.5,-23.5
Alnitak,-22.625,-22.625
Camletine,-22.625,-22.625
Lupercal,-23.0,-23.0
Scrabe,-23.125,-23.125
Resects,-23.375,-23.375
Wobegonish,-22.625,-22.625
Daglocks,-22.875,-22.875
Semipastoral,-23.5,-23.5
Displicency,-23.625,-23.625
Saeculum,-23.25,-23.25
Constructer,-23.625,-23.625
Fissirostrate,-23.5,-23.5
Antilogarithms,-23.625,-23.625
Ponderance,-23.125,-23.125
Superficialize,-23.0,-23.0
Unakite,-22.75,-22.75
Preconceal,-23.25,-23.25
Dicranaceae,-23.0,-23.0
Gnawings,-22.625,-22.625
Jangler,-23.0,-23.0
Reacceptance,-23.5,-23.5
Cheesier,-23.0,-23.0
Chansonette,-22.75,-22.75
Thingut,-23.0,-23.0
Cinques,-23.25,-23.25
Postxiphoid,-23.25,-23.25
Mercurean,-23.0,-23.0
Trolley,-23.125,-23.125
Constancy,-23.625,-23.625
Interzooecial,-23.0,-23.0
Desidiose,-23.0,-23.0
Inqilab,-23.875,-23.875
Mopery,-23.375,-23.375
Antireformer,-23.875,-23.875
Troilism,-23.625,-23.625
Bishopful,-23.25,-23.25
Cycloidei,-23.125,-23.125
Gavial,-22.875,-22.875
Overpert,-23.375,-23.375
Loomfixer,-22.875,-22.875
Latchmen,-23.5,-23.5
Ninevitish,-23.375,-23.375
Demesgne,-23.0,-23.0
Unshutter,-23.375,-23.375
Whitewort,-22.75,-22.75
Pectinogen,-23.125,-23.125
Duckwife,-23.25,-23.25
Horatory,-23.375,-23.375
Tapelike,-23.375,-23.375
Outwove,-23.125,-23.125
Nitrobenzol,-23.0,-23.0
Honoree,-23.0,-23.0
Fruitier,-22.75,-22.75
Inductances,-23.75,-23.75
Stalingrad,-23.125,-23.125
Illuminatist,-23.25,-23.25
Leaseholders,-23.0,-23.0
Subsacral,-23.375,-23.375
Misaccent,-23.25,-23.25
Deceptive,-23.125,-23.125
Blancher,-23.25,-23.25
Huggery,-23.375,-23.375
Nonsubversion,-23.75,-23.75
Tongers,-23.375,-23.375
Picottah,-22.625,-22.625
Iliocostalis,-23.25,-23.25
Nonobscurities,-23.375,-23.375
Putterer,-23.125,-23.125
Tricerion,-22.875,-22.875
Recitativical,-23.25,-23.25
Unintegral,-23.375,-23.375
Nonzoological,-23.375,-23.375
Combite,-22.75,-22.75
Phytology,-23.25,-23.25
Trochoidal,-23.5,-23.5
Fluoresage,-23.5,-23.5
Neocolonial,-23.125,-23.125
Hyoglossi,-23.0,-23.0
Ambers,-22.875,-22.875
Retrograde,-23.125,-23.125
Gliadines,-23.0,-23.0
Dauerschlaf,-22.375,-22.375
Lingual,-23.25,-23.25
Caroteel,-22.875,-22.875
Podomeres,-23.125,-23.125
Uirina,-22.75,-22.75
Terpsichoreal,-23.0,-23.0
Distemperure,-23.125,-23.125
Cardigan,-23.0,-23.0
Cynosurus,-22.75,-22.75
Discongruity,-23.75,-23.75
Octometer,-23.5,-23.5
Maintops,-23.375,-23.375
Colongitude,-23.25,-23.25
Airwaybill,-23.125,-23.125
Disperple,-23.625,-23.625
Inirritative,-23.5,-23.5
Dialister,-22.75,-22.75
Irritate,-23.25,-23.25
Misdoubts,-23.25,-23.25
Subcompany,-23.0,-23.0
Stannery,-23.25,-23.25
Lamenter,-23.25,-23.25
Rachiform,-22.875,-22.875
Marsupium,-23.0,-23.0
Coproite,-23.625,-23.625
Unfictitious,-23.25,-23.25
Lancashire,-22.875,-22.875
Scimitar,-23.0,-23.0
Brethren,-22.875,-22.875
Shimper,-23.125,-23.125
Fruitist,-23.0,-23.0
Mesophil,-23.125,-23.125
Sagamen,-22.75,-22.75
Anecdotist,-23.375,-23.375
Stapelia,-22.0,-22.0
Omphalotomy,-23.125,-23.125
Lungyi,-23.5,-23.5
Anopsy,-23.125,-23.125
Orchidotomy,-23.375,-23.375
Leukons,-22.875,-22.875
Morphographer,-23.125,-23.125
Whetters,-23.0,-23.0
Cycloidean,-23.125,-23.125
Emajagua,-22.75,-22.75
Valliscaulian,-22.875,-22.875
Contempt,-23.25,-23.25
Elaiosome,-23.25,-23.25
Carbinyl,-23.125,-23.125
Provocational,-23.375,-23.375
Frigid,-22.5,-22.5
Clauster,-22.875,-22.875
Arzrunite,-23.0,-23.0
Prefectship,-23.875,-23.875
Stomatocace,-23.25,-23.25
Exclusionism,-23.75,-23.75
Isogamous,-23.375,-23.375
Glykopexic,-22.625,-22.625
Indictors,-24.0,-24.0
Cogences,-23.0,-23.0
Craniums,-23.125,-23.125
Grottoes,-23.25,-23.25
Wherein,-22.375,-22.375
Podtia,-23.375,-23.375
Cudden,-23.375,-23.375
Presuspicious,-23.25,-23.25
Microperthite,-23.375,-23.375
Modelings,-22.875,-22.875
Yippee,-23.25,-23.25
Acetylglycine,-22.75,-22.75
Adhibit,-23.5,-23.5
Sweeps,-22.75,-22.75
Zwanziger,-23.0,-23.0
Torridity,-23.375,-23.375
Sontenna,-23.375,-23.375
Janeiro,-23.25,-23.25
Autotomise,-23.375,-23.375
Pentyne,-23.5,-23.5
Otopyosis,-23.125,-23.125
Flauntier,-23.25,-23.25
Adiaphoretic,-23.0,-23.0
Rescripts,-23.5,-23.5
Grivois,-23.25,-23.25
Metopes,-23.0,-23.0
Detracter,-23.5,-23.5
Cyclometer,-23.5,-23.5
Seldseen,-22.75,-22.75
Cogglety,-22.875,-22.875
Onomatophobia,-23.375,-23.375
Indigo,-23.25,-23.25
Samydaceae,-23.125,-23.125
Backjoint,-23.5,-23.5
Vernalizes,-23.25,-23.25
Fusions,-23.5,-23.5
Chinbeak,-23.625,-23.625
Befire,-23.25,-23.25
Hymeniums,-23.0,-23.0
Classroom,-23.0,-23.0
Detergible,-23.125,-23.125
Marquisette,-23.125,-23.125
Ozonides,-23.375,-23.375
Hermitical,-23.25,-23.25
Hackwork,-23.25,-23.25
Cyanhydrate,-23.125,-23.125
Overblow,-23.25,-23.25
Unvenerability,-23.5,-23.5
Berrigan,-22.25,-22.25
Vaunce,-22.625,-22.625
Gambia,-22.875,-22.875
Grusian,-23.0,-23.0
Mithridatic,-23.125,-23.125
Crispate,-23.375,-23.375
Heirdom,-23.875,-23.875
Tambreet,-23.125,-23.125
Codifiability,-23.5,-23.5
Vintage,-23.125,-23.125
Nonreciprocity,-23.375,-23.375
Loricata,-23.0,-23.0
Folderols,-22.625,-22.625
Subcontinental,-23.25,-23.25
Reconverge,-23.5,-23.5
Odontogeny,-23.25,-23.25
Sarcopsylla,-22.75,-22.75
Chiropody,-22.875,-22.875
Bandoleers,-23.25,-23.25
Hippocratic,-23.0,-23.0
Sidewiper,-23.5,-23.5
Bumbarge,-23.375,-23.375
Oikoplast,-23.125,-23.125
Shovegroat,-22.75,-22.75
Prohibita,-23.25,-23.25
Typology,-23.125,-23.125
Scalados,-23.0,-23.0
Skidpan,-23.125,-23.125
Predominancy,-23.625,-23.625
Moorcock,-23.0,-23.0
Undergrieve,-23.625,-23.625
Retrain,-23.5,-23.5
Crypts,-22.75,-22.75
Spiritous,-23.125,-23.125
Effulgences,-23.25,-23.25
Sandeep,-23.125,-23.125
Plaiters,-23.25,-23.25
Cagester,-23.0,-23.0
Olluck,-23.25,-23.25
Farriery,-23.125,-23.125
Outvaunt,-22.875,-22.875
