entity,org_mean_yes_margin,org_stem0
Immensurate,-5.59375,-5.59375
Fluxion,-5.84375,-5.84375
Sumage,-5.71875,-5.71875
Diachylum,-5.75,-5.75
Reattains,-5.71875,-5.71875
Pupunha,-5.96875,-5.96875
Sentential,-5.71875,-5.71875
Methylal,-5.8125,-5.8125
Redipper,-5.8125,-5.8125
Lingster,-5.84375,-5.84375
Flames,-5.96875,-5.96875
Augers,-5.84375,-5.84375
Unjocund,-5.59375,-5.59375
Yengeese,-5.71875,-5.71875
Lithofellic,-5.71875,-5.71875
Nonascendance,-5.71875,-5.71875
Stomatomycosis,-6.21875,-6.21875
Polydisperse,-5.71875,-5.71875
Bodhisattwa,-6.21875,-6.21875
Spreng,-5.71875,-5.71875
Equipostile,-6.09375,-6.09375
Tartufish,-5.6875,-5.6875
Outfind,-5.625,-5.625
Passaggi,-5.8125,-5.8125
Islamism,-6.46875,-6.46875
Zootherapy,-5.96875,-5.96875
Overmagnetic,-5.96875,-5.96875
Nondialectic,-5.8125,-5.8125
Vinegar,-5.46875,-5.46875
Nighest,-5.59375,-5.59375
Xenophobes,-6.4375,-6.4375
Largen,-5.8125,-5.8125
Dolabrate,-5.84375,-5.84375
Shawlless,-5.71875,-5.71875
Snazzy,-5.59375,-5.59375
Tragasol,-5.9375,-5.9375
Eequinoctium,-5.71875,-5.71875
Liberality,-6.09375,-6.09375
Exotica,-5.71875,-5.71875
Bruchidae,-5.71875,-5.71875
Warners,-5.96875,-5.96875
Doublette,-5.71875,-5.71875
Homotype,-5.84375,-5.84375
Lurdans,-5.71875,-5.71875
Gentiana,-5.8125,-5.8125
Viscoscope,-5.84375,-5.84375
Trochleariform,-5.625,-5.625
Paralogism,-6.21875,-6.21875
Convergent,-5.84375,-5.84375
Filosus,-6.09375,-6.09375
Extraprostatic,-5.96875,-5.96875
Atretic,-5.59375,-5.59375
Paramyelin,-6.09375,-6.09375
Tabret,-5.59375,-5.59375
Subeffective,-5.84375,-5.84375
Biblicism,-6.21875,-6.21875
Choriambuses,-5.96875,-5.96875
Plasmology,-6.09375,-6.09375
Phytase,-5.59375,-5.59375
Cresamine,-5.8125,-5.8125
Amiability,-5.9375,-5.9375
Lilacs,-5.84375,-5.84375
Chumpy,-5.96875,-5.96875
Hygienists,-5.71875,-5.71875
Ostreophagist,-5.46875,-5.46875
Centrobaric,-5.9375,-5.9375
Haeres,-5.75,-5.75
Spinuliform,-5.75,-5.75
Subconvolute,-5.96875,-5.96875
Galeidae,-6.09375,-6.09375
Stemless,-5.84375,-5.84375
Vendibilities,-5.9375,-5.9375
Sericins,-5.71875,-5.71875
Discommode,-5.59375,-5.59375
Swordcraft,-5.71875,-5.71875
Inhumane,-5.71875,-5.71875
Handclasp,-5.84375,-5.84375
Sympathizes,-5.71875,-5.71875
Rhynchophora,-5.46875,-5.46875
Teutonism,-6.09375,-6.09375
Binnacle,-5.84375,-5.84375
Espadrilles,-6.09375,-6.09375
Anagenesis,-5.84375,-5.84375
Quartetto,-5.71875,-5.71875
Echinochloa,-5.6875,-5.6875
Hematopoiesis,-6.1875,-6.1875
Externes,-5.96875,-5.96875
Earthworks,-6.0625,-6.0625
Notepads,-5.84375,-5.84375
Hemiglossal,-5.71875,-5.71875
Sicyonic,-5.71875,-5.71875
Inglobe,-5.96875,-5.96875
Capple,-5.8125,-5.8125
Emulsifies,-5.71875,-5.71875
Hemoproctia,-5.84375,-5.84375
Kobellite,-5.71875,-5.71875
Bephrase,-5.84375,-5.84375
Dissimilate,-5.71875,-5.71875
Chloropia,-5.84375,-5.84375
Horologies,-6.09375,-6.09375
Embossman,-5.46875,-5.46875
Lexicologist,-5.71875,-5.71875
Snuffers,-5.6875,-5.6875
Epithymetical,-5.71875,-5.71875
Cremocarp,-5.59375,-5.59375
Counterriposte,-6.34375,-6.34375
Networks,-6.21875,-6.21875
Evilest,-5.96875,-5.96875
Noncontinuance,-5.96875,-5.96875
Prosorus,-5.8125,-5.8125
Quirts,-5.84375,-5.84375
Concessory,-5.59375,-5.59375
Cevadine,-5.84375,-5.84375
Lowland,-5.59375,-5.59375
Squattest,-5.59375,-5.59375
Teeswater,-5.84375,-5.84375
Oxindole,-5.96875,-5.96875
Vicinages,-6.09375,-6.09375
Kolobia,-5.59375,-5.59375
Subsheriff,-5.625,-5.625
Gormandism,-6.21875,-6.21875
Brickkiln,-5.59375,-5.59375
Prohibiter,-5.84375,-5.84375
Outbeggar,-5.625,-5.625
Holochoanites,-6.09375,-6.09375
Nitrolamine,-5.84375,-5.84375
Macroanalyst,-6.0625,-6.0625
Posttetanic,-5.46875,-5.46875
Bromos,-5.71875,-5.71875
Osmogene,-6.09375,-6.09375
Decolonise,-6.09375,-6.09375
Honduran,-5.59375,-5.59375
Gypsoplast,-5.71875,-5.71875
Incrustations,-5.59375,-5.59375
Tamenesses,-5.59375,-5.59375
Septomaxillary,-5.84375,-5.84375
Linters,-5.8125,-5.8125
Modular,-6.21875,-6.21875
Landowners,-6.09375,-6.09375
Hoopoo,-5.96875,-5.96875
Decoherer,-5.59375,-5.59375
Phoenix,-5.71875,-5.71875
Enrage,-5.96875,-5.96875
Nitrosomonas,-5.6875,-5.6875
Itcheoglan,-5.8125,-5.8125
Splenectopia,-5.84375,-5.84375
Choufleur,-5.96875,-5.96875
Typhoemia,-5.59375,-5.59375
Bassnesses,-5.96875,-5.96875
Endogenies,-6.09375,-6.09375
Preaffiliate,-5.96875,-5.96875
Thronos,-6.21875,-6.21875
Hidalgo,-6.34375,-6.34375
Chorous,-5.8125,-5.8125
Ligature,-5.71875,-5.71875
Cephalofacial,-5.9375,-5.9375
Perioptic,-5.59375,-5.59375
Footlicker,-5.96875,-5.96875
Metadromous,-5.71875,-5.71875
Limitrophe,-5.84375,-5.84375
Testificator,-5.75,-5.75
Tarbogan,-6.0625,-6.0625
Greenstone,-5.84375,-5.84375
Unintegrative,-5.84375,-5.84375
Hereditarian,-5.71875,-5.71875
Quince,-5.6875,-5.6875
Splenauxe,-5.84375,-5.84375
Nurser,-5.59375,-5.59375
Gotham,-5.6875,-5.6875
Seership,-6.09375,-6.09375
Bridemaid,-5.25,-5.25
Gasmen,-5.9375,-5.9375
Erythron,-5.59375,-5.59375
Goorals,-5.96875,-5.96875
Coquetoon,-5.8125,-5.8125
Unerodent,-5.59375,-5.59375
Saxophone,-5.625,-5.625
Octagonal,-6.09375,-6.09375
Bawhorse,-5.8125,-5.8125
Nonconformity,-6.09375,-6.09375
Laxifoliate,-5.84375,-5.84375
Daleman,-5.71875,-5.71875
Brainy,-5.71875,-5.71875
Threaders,-6.09375,-6.09375
Alopecic,-5.8125,-5.8125
Bushings,-5.71875,-5.71875
Glutamate,-5.6875,-5.6875
Staatsraad,-5.96875,-5.96875
Noshers,-6.09375,-6.09375
Englishmen,-5.71875,-5.71875
Coveter,-5.8125,-5.8125
Squashers,-5.59375,-5.59375
Intendeds,-5.84375,-5.84375
Lymphosarcomas,-6.21875,-6.21875
Derepress,-5.84375,-5.84375
Macros,-6.1875,-6.1875
Antiphonies,-5.84375,-5.84375
Brushiest,-5.6875,-5.6875
Terfezia,-5.84375,-5.84375
Picrotin,-5.96875,-5.96875
Loutrophoros,-5.71875,-5.71875
Xylophagid,-5.84375,-5.84375
Marxism,-5.96875,-5.96875
Lawson,-5.84375,-5.84375
Dedimus,-5.96875,-5.96875
Mormorando,-5.71875,-5.71875
Brache,-5.84375,-5.84375
Sheiks,-5.71875,-5.71875
Biosynthesis,-5.71875,-5.71875
Bemist,-6.09375,-6.09375
Thankyou,-5.96875,-5.96875
Precess,-5.6875,-5.6875
Splenoid,-5.46875,-5.46875
Homework,-5.125,-5.125
Continuate,-6.0625,-6.0625
Urceolina,-5.59375,-5.59375
Eurygaea,-5.96875,-5.96875
Exudate,-5.84375,-5.84375
Asaphid,-5.71875,-5.71875
Autopticity,-6.1875,-6.1875
Colibacillosis,-6.09375,-6.09375
Beetler,-5.46875,-5.46875
Scandium,-5.71875,-5.71875
Berean,-5.8125,-5.8125
Undazzle,-5.75,-5.75
Beglerbeg,-5.71875,-5.71875
Gemlike,-5.96875,-5.96875
Youngun,-5.84375,-5.84375
Stinter,-5.6875,-5.6875
Suprailiac,-5.96875,-5.96875
Hyperwrought,-5.84375,-5.84375
Documentize,-6.09375,-6.09375
Flourishy,-5.84375,-5.84375
Untreacherous,-5.59375,-5.59375
Unroots,-5.84375,-5.84375
Keratoscopy,-5.8125,-5.8125
Orchestrina,-5.84375,-5.84375
Cresoline,-5.71875,-5.71875
Wampuses,-5.71875,-5.71875
Tallowlike,-5.96875,-5.96875
Wullawins,-5.71875,-5.71875
Smugglers,-5.84375,-5.84375
Misspell,-5.46875,-5.46875
Physcomitrium,-5.84375,-5.84375
Supergene,-5.46875,-5.46875
Bushveld,-5.71875,-5.71875
Agrotechny,-5.96875,-5.96875
Amidward,-5.84375,-5.84375
Turcism,-6.21875,-6.21875
Graphite,-5.84375,-5.84375
Unlight,-5.84375,-5.84375
Nestlike,-5.84375,-5.84375
Perisher,-5.96875,-5.96875
Fruggin,-5.125,-5.125
Allocaffeine,-5.71875,-5.71875
Skegger,-5.84375,-5.84375
Vindaloo,-5.9375,-5.9375
Enomotarch,-5.8125,-5.8125
Marrowfat,-5.71875,-5.71875
Scungili,-5.96875,-5.96875
Flashguns,-5.375,-5.375
Pentamerous,-5.59375,-5.59375
Westfalite,-5.71875,-5.71875
Isothermobath,-5.9375,-5.9375
Saprophytism,-6.21875,-6.21875
Neocubism,-5.96875,-5.96875
Cidarid,-5.8125,-5.8125
Fearnaught,-5.46875,-5.46875
Overfurnishes,-5.6875,-5.6875
Uterocele,-5.84375,-5.84375
Listers,-6.09375,-6.09375
Unquotes,-5.96875,-5.96875
Circuiter,-5.59375,-5.59375
Curettes,-5.84375,-5.84375
Lector,-5.8125,-5.8125
Weasels,-5.59375,-5.59375
Vizierial,-5.71875,-5.71875
Vicecomes,-5.9375,-5.9375
Nurselet,-5.8125,-5.8125
Synclines,-5.625,-5.625
Mucoids,-5.71875,-5.71875
Ogdoas,-5.59375,-5.59375
Enneagons,-6.09375,-6.09375
Retrocardiac,-5.71875,-5.71875
Exstrophy,-5.84375,-5.84375
Stirrer,-5.71875,-5.71875
Recushion,-5.625,-5.625
Kaleidescope,-5.9375,-5.9375
Absampere,-5.59375,-5.59375
Proveditor,-5.71875,-5.71875
Transvalue,-5.96875,-5.96875
Source,-5.71875,-5.71875
Hahnemannian,-6.21875,-6.21875
Upwound,-5.625,-5.625
Kindredless,-5.6875,-5.6875
Multiplexor,-5.96875,-5.96875
Heterography,-6.09375,-6.09375
Anallagmatis,-5.96875,-5.96875
Chemisette,-5.5,-5.5
Gifblaar,-5.9375,-5.9375
Senhorita,-5.71875,-5.71875
Moodir,-6.0625,-6.0625
Welsom,-5.71875,-5.71875
Archeologian,-5.375,-5.375
Murrha,-5.96875,-5.96875
Excipula,-5.71875,-5.71875
Supersensitize,-5.71875,-5.71875
Highhole,-5.59375,-5.59375
Preappearance,-5.84375,-5.84375
Aerospace,-5.96875,-5.96875
Quinolinic,-5.8125,-5.8125
Incapacities,-5.96875,-5.96875
Creeshy,-5.6875,-5.6875
Tofore,-5.6875,-5.6875
Taetsia,-5.84375,-5.84375
Rerival,-5.59375,-5.59375
Unusuality,-5.84375,-5.84375
Overlands,-5.96875,-5.96875
Remanufacture,-5.625,-5.625
Myomancy,-5.625,-5.625
Vicomtesse,-5.5,-5.5
Fetters,-5.71875,-5.71875
Encheer,-5.84375,-5.84375
Restigmatize,-5.59375,-5.59375
Unpack,-5.96875,-5.96875
Backblocks,-5.71875,-5.71875
Whaleman,-5.6875,-5.6875
Lamprophony,-5.84375,-5.84375
Escribe,-5.71875,-5.71875
Siddurim,-6.1875,-6.1875
Frottage,-5.96875,-5.96875
Tongueful,-5.71875,-5.71875
Caliphal,-5.8125,-5.8125
Subtertian,-5.59375,-5.59375
Ferrums,-5.71875,-5.71875
Quango,-6.0625,-6.0625
Presages,-5.59375,-5.59375
Toxophil,-5.6875,-5.6875
Knifeless,-6.0625,-6.0625
Khansama,-6.1875,-6.1875
Isoindole,-5.9375,-5.9375
Rebulk,-5.71875,-5.71875
Desserts,-5.5,-5.5
Hanahill,-5.6875,-5.6875
Pulegol,-5.96875,-5.96875
Shaglet,-5.59375,-5.59375
Androphore,-5.71875,-5.71875
Svetambara,-5.96875,-5.96875
Abumbrellar,-5.96875,-5.96875
Warnings,-5.59375,-5.59375
Auroauric,-5.6875,-5.6875
Planetal,-5.59375,-5.59375
Mushrooms,-5.96875,-5.96875
Communitorium,-5.71875,-5.71875
Skatol,-5.71875,-5.71875
Paradoxides,-5.96875,-5.96875
Tenebrity,-5.59375,-5.59375
Papergirl,-5.59375,-5.59375
Overgot,-5.9375,-5.9375
Hotter,-5.9375,-5.9375
Haidan,-6.1875,-6.1875
Panegyricize,-5.71875,-5.71875
Unmuddle,-5.84375,-5.84375
Unpenitential,-5.59375,-5.59375
Metasomasis,-6.09375,-6.09375
Antipestilence,-5.75,-5.75
Somewhence,-5.96875,-5.96875
Nornicotine,-5.84375,-5.84375
Mesorchium,-5.96875,-5.96875
Discission,-5.71875,-5.71875
Dearnesses,-5.8125,-5.8125
Heptarchs,-6.09375,-6.09375
Noonwards,-6.09375,-6.09375
Tipful,-5.8125,-5.8125
Bangkoks,-6.09375,-6.09375
Opinion,-5.96875,-5.96875
Possemen,-5.71875,-5.71875
Turnway,-5.9375,-5.9375
Knysna,-5.84375,-5.84375
Phaenomenon,-5.59375,-5.59375
Stelai,-6.09375,-6.09375
Nephelinitic,-6.09375,-6.09375
Precentrix,-5.59375,-5.59375
Cribber,-5.59375,-5.59375
Phrasem,-5.71875,-5.71875
Subservience,-5.71875,-5.71875
Cavayard,-5.84375,-5.84375
Retitle,-5.8125,-5.8125
Gamopetalous,-5.71875,-5.71875
Uncontributive,-5.59375,-5.59375
Unnatural,-5.46875,-5.46875
Sheepless,-5.6875,-5.6875
Humdingers,-6.1875,-6.1875
Purportless,-5.5,-5.5
Unhurtful,-5.625,-5.625
Elaborators,-5.96875,-5.96875
Goniatitid,-5.71875,-5.71875
Seragli,-5.71875,-5.71875
Pensils,-5.375,-5.375
Prepectoral,-5.6875,-5.6875
Unsmote,-5.71875,-5.71875
Collectivity,-5.71875,-5.71875
Superstatesman,-5.59375,-5.59375
Dodecatyl,-5.59375,-5.59375
Catocathartic,-5.59375,-5.59375
Antipyretic,-5.8125,-5.8125
Chorogi,-6.09375,-6.09375
Couchette,-5.71875,-5.71875
Frusta,-5.625,-5.625
Hypopiesis,-5.84375,-5.84375
Physocarpus,-5.46875,-5.46875
Alictisal,-5.8125,-5.8125
Trophophorous,-5.75,-5.75
Abactinal,-5.59375,-5.59375
Sociocentric,-5.84375,-5.84375
Rachianectes,-5.71875,-5.71875
Brumous,-5.84375,-5.84375
Devota,-5.6875,-5.6875
Plutolatry,-5.96875,-5.96875
Suppletory,-5.96875,-5.96875
Alnitak,-5.8125,-5.8125
Camletine,-5.59375,-5.59375
Lupercal,-5.21875,-5.21875
Scrabe,-5.375,-5.375
Resects,-5.46875,-5.46875
Wobegonish,-5.8125,-5.8125
Daglocks,-5.59375,-5.59375
Semipastoral,-5.75,-5.75
Displicency,-5.96875,-5.96875
Saeculum,-6.09375,-6.09375
Constructer,-5.8125,-5.8125
Fissirostrate,-5.96875,-5.96875
Antilogarithms,-5.84375,-5.84375
Ponderance,-5.46875,-5.46875
Superficialize,-5.71875,-5.71875
Unakite,-5.59375,-5.59375
Preconceal,-5.625,-5.625
Dicranaceae,-5.96875,-5.96875
Gnawings,-5.71875,-5.71875
Jangler,-6.0625,-6.0625
Reacceptance,-5.9375,-5.9375
Cheesier,-5.46875,-5.46875
Chansonette,-5.96875,-5.96875
Thingut,-5.84375,-5.84375
Cinques,-5.96875,-5.96875
Postxiphoid,-5.84375,-5.84375
Mercurean,-5.84375,-5.84375
Trolley,-5.46875,-5.46875
Constancy,-5.59375,-5.59375
Interzooecial,-5.71875,-5.71875
Desidiose,-5.625,-5.625
Inqilab,-5.96875,-5.96875
Mopery,-5.96875,-5.96875
Antireformer,-5.84375,-5.84375
Troilism,-5.71875,-5.71875
Bishopful,-5.71875,-5.71875
Cycloidei,-5.84375,-5.84375
Gavial,-5.71875,-5.71875
Overpert,-5.96875,-5.96875
Loomfixer,-5.8125,-5.8125
Latchmen,-5.71875,-5.71875
Ninevitish,-5.71875,-5.71875
Demesgne,-5.96875,-5.96875
Unshutter,-5.75,-5.75
Whitewort,-5.25,-5.25
Pectinogen,-5.84375,-5.84375
Duckwife,-5.75,-5.75
Horatory,-5.9375,-5.9375
Tapelike,-5.8125,-5.8125
Outwove,-5.84375,-5.84375
Nitrobenzol,-5.71875,-5.71875
Honoree,-5.6875,-5.6875
Fruitier,-5.71875,-5.71875
Inductances,-5.8125,-5.8125
Stalingrad,-5.84375,-5.84375
Illuminatist,-5.34375,-5.34375
Leaseholders,-5.75,-5.75
Subsacral,-6.1875,-6.1875
Misaccent,-5.9375,-5.9375
Deceptive,-5.9375,-5.9375
Blancher,-5.9375,-5.9375
Huggery,-5.59375,-5.59375
Nonsubversion,-5.84375,-5.84375
Tongers,-6.09375,-6.09375
Picottah,-5.625,-5.625
Iliocostalis,-5.71875,-5.71875
Nonobscurities,-5.71875,-5.71875
Putterer,-5.71875,-5.71875
Tricerion,-5.84375,-5.84375
Recitativical,-5.84375,-5.84375
Unintegral,-5.71875,-5.71875
Nonzoological,-5.96875,-5.96875
Combite,-5.9375,-5.9375
Phytology,-5.71875,-5.71875
Trochoidal,-5.5,-5.5
Fluoresage,-5.8125,-5.8125
Neocolonial,-5.84375,-5.84375
Hyoglossi,-5.71875,-5.71875
Ambers,-5.6875,-5.6875
Retrograde,-5.625,-5.625
Gliadines,-5.8125,-5.8125
Dauerschlaf,-5.59375,-5.59375
Lingual,-5.8125,-5.8125
Caroteel,-5.6875,-5.6875
Podomeres,-5.96875,-5.96875
Uirina,-5.84375,-5.84375
Terpsichoreal,-5.5,-5.5
Distemperure,-5.8125,-5.8125
Cardigan,-5.59375,-5.59375
Cynosurus,-5.84375,-5.84375
Discongruity,-5.84375,-5.84375
Octometer,-5.96875,-5.96875
Maintops,-5.84375,-5.84375
Colongitude,-5.84375,-5.84375
Airwaybill,-5.59375,-5.59375
Disperple,-5.59375,-5.59375
Inirritative,-5.71875,-5.71875
Dialister,-5.71875,-5.71875
Irritate,-5.34375,-5.34375
Misdoubts,-5.96875,-5.96875
Subcompany,-5.625,-5.625
Stannery,-5.71875,-5.71875
Lamenter,-5.625,-5.625
Rachiform,-5.84375,-5.84375
Marsupium,-5.59375,-5.59375
Coproite,-5.84375,-5.84375
Unfictitious,-5.71875,-5.71875
Lancashire,-6.0625,-6.0625
Scimitar,-5.84375,-5.84375
Brethren,-5.96875,-5.96875
Shimper,-5.59375,-5.59375
Fruitist,-5.84375,-5.84375
Mesophil,-5.96875,-5.96875
Sagamen,-5.71875,-5.71875
Anecdotist,-5.9375,-5.9375
Stapelia,-5.6875,-5.6875
Omphalotomy,-5.84375,-5.84375
Lungyi,-5.84375,-5.84375
Anopsy,-5.9375,-5.9375
Orchidotomy,-5.59375,-5.59375
Leukons,-5.84375,-5.84375
Morphographer,-5.84375,-5.84375
Whetters,-5.84375,-5.84375
Cycloidean,-5.84375,-5.84375
Emajagua,-5.84375,-5.84375
Valliscaulian,-5.59375,-5.59375
Contempt,-5.84375,-5.84375
Elaiosome,-5.71875,-5.71875
Carbinyl,-5.71875,-5.71875
Provocational,-5.5,-5.5
Frigid,-5.6875,-5.6875
Clauster,-5.59375,-5.59375
Arzrunite,-6.09375,-6.09375
Prefectship,-5.96875,-5.96875
Stomatocace,-5.71875,-5.71875
Exclusionism,-6.09375,-6.09375
Isogamous,-5.625,-5.625
Glykopexic,-5.625,-5.625
Indictors,-6.09375,-6.09375
Cogences,-5.96875,-5.96875
Craniums,-5.71875,-5.71875
Grottoes,-5.71875,-5.71875
Wherein,-5.8125,-5.8125
Podtia,-5.96875,-5.96875
Cudden,-5.8125,-5.8125
Presuspicious,-5.8125,-5.8125
Microperthite,-5.71875,-5.71875
Modelings,-5.84375,-5.84375
Yippee,-5.34375,-5.34375
Acetylglycine,-5.9375,-5.9375
Adhibit,-5.9375,-5.9375
Sweeps,-5.84375,-5.84375
Zwanziger,-5.84375,-5.84375
Torridity,-5.625,-5.625
Sontenna,-5.84375,-5.84375
Janeiro,-6.21875,-6.21875
Autotomise,-5.71875,-5.71875
Pentyne,-5.71875,-5.71875
Otopyosis,-6.0625,-6.0625
Flauntier,-5.59375,-5.59375
Adiaphoretic,-5.625,-5.625
Rescripts,-5.71875,-5.71875
Grivois,-6.3125,-6.3125
Metopes,-5.59375,-5.59375
Detracter,-5.84375,-5.84375
Cyclometer,-5.84375,-5.84375
Seldseen,-5.59375,-5.59375
Cogglety,-5.59375,-5.59375
Onomatophobia,-6.21875,-6.21875
Indigo,-5.59375,-5.59375
Samydaceae,-5.84375,-5.84375
Backjoint,-5.8125,-5.8125
Vernalizes,-5.84375,-5.84375
Fusions,-5.71875,-5.71875
Chinbeak,-6.09375,-6.09375
Befire,-5.59375,-5.59375
Hymeniums,-5.71875,-5.71875
Classroom,-6.09375,-6.09375
Detergible,-5.6875,-5.6875
Marquisette,-5.6875,-5.6875
Ozonides,-6.21875,-6.21875
Hermitical,-5.5,-5.5
Hackwork,-5.8125,-5.8125
Cyanhydrate,-5.71875,-5.71875
Overblow,-5.71875,-5.71875
Unvenerability,-5.84375,-5.84375
Berrigan,-5.34375,-5.34375
Vaunce,-5.34375,-5.34375
Gambia,-5.96875,-5.96875
Grusian,-5.84375,-5.84375
Mithridatic,-5.71875,-5.71875
Crispate,-6.09375,-6.09375
Heirdom,-6.21875,-6.21875
Tambreet,-5.9375,-5.9375
Codifiability,-5.9375,-5.9375
Vintage,-6.09375,-6.09375
Nonreciprocity,-6.09375,-6.09375
Loricata,-5.8125,-5.8125
Folderols,-5.46875,-5.46875
Subcontinental,-5.625,-5.625
Reconverge,-5.8125,-5.8125
Odontogeny,-6.09375,-6.09375
Sarcopsylla,-5.59375,-5.59375
Chiropody,-5.84375,-5.84375
Bandoleers,-6.09375,-6.09375
Hippocratic,-5.5,-5.5
Sidewiper,-5.46875,-5.46875
Bumbarge,-5.84375,-5.84375
Oikoplast,-6.21875,-6.21875
Shovegroat,-5.59375,-5.59375
Prohibita,-5.84375,-5.84375
Typology,-5.96875,-5.96875
Scalados,-6.21875,-6.21875
Skidpan,-5.34375,-5.34375
Predominancy,-5.71875,-5.71875
Moorcock,-5.59375,-5.59375
Undergrieve,-5.71875,-5.71875
Retrain,-5.71875,-5.71875
Crypts,-5.25,-5.25
Spiritous,-5.71875,-5.71875
Effulgences,-5.84375,-5.84375
Sandeep,-5.71875,-5.71875
Plaiters,-5.71875,-5.71875
Cagester,-5.71875,-5.71875
Olluck,-5.84375,-5.84375
Farriery,-5.6875,-5.6875
Outvaunt,-5.375,-5.375
Nonschematic,-5.71875,-5.71875
Exhauster,-5.34375,-5.34375
Peltifolious,-5.6875,-5.6875
Bayamo,-5.8125,-5.8125
Palaestric,-5.59375,-5.59375
Devote,-5.71875,-5.71875
Trifarious,-5.59375,-5.59375
Vermetid,-5.84375,-5.84375
Goofballs,-5.84375,-5.84375
Phalerate,-5.75,-5.75
Angiosclerosis,-5.9375,-5.9375
Reticuloramose,-5.84375,-5.84375
Desaurine,-5.625,-5.625
Prewelcome,-5.71875,-5.71875
Priestesses,-5.71875,-5.71875
Fishworker,-6.09375,-6.09375
Emblazers,-5.71875,-5.71875
Barrulee,-5.8125,-5.8125
Polygon,-5.96875,-5.96875
Ophthalmolith,-5.9375,-5.9375
Antefurcae,-5.96875,-5.96875
Paratonnerre,-5.84375,-5.84375
Chayma,-6.09375,-6.09375
Yangtze,-5.5,-5.5
Unassiduous,-5.59375,-5.59375
Freewill,-5.8125,-5.8125
Coplot,-5.96875,-5.96875
Positival,-5.84375,-5.84375
Methylsulfanol,-5.9375,-5.9375
Drifts,-5.59375,-5.59375
Needlecord,-5.625,-5.625
Terroristic,-5.59375,-5.59375
Babies,-5.71875,-5.71875
Mandibles,-5.71875,-5.71875
Dinornithes,-5.9375,-5.9375
Betorcinol,-5.96875,-5.96875
Eyewort,-5.5,-5.5
Bitumen,-5.84375,-5.84375
Chorizos,-6.09375,-6.09375
Rhymes,-5.6875,-5.6875
Pickwick,-5.21875,-5.21875
Literal,-5.84375,-5.84375
Minvend,-5.6875,-5.6875
Outsmarts,-5.71875,-5.71875
Roseolas,-5.84375,-5.84375
Tuguria,-5.71875,-5.71875
Tractory,-5.9375,-5.9375
Orobanchaceous,-5.71875,-5.71875
Leucoxene,-5.6875,-5.6875
Nonpenitent,-5.21875,-5.21875
Beheads,-6.09375,-6.09375
Unmelodic,-5.59375,-5.59375
Gasogenes,-5.96875,-5.96875
Wailers,-5.84375,-5.84375
Electroviscous,-5.84375,-5.84375
Fluoaluminic,-6.0625,-6.0625
Arecolin,-5.59375,-5.59375
Umpirages,-5.96875,-5.96875
Postabdominal,-5.59375,-5.59375
Metaphoric,-5.9375,-5.9375
Swinish,-5.71875,-5.71875
Adelite,-5.8125,-5.8125
Valgoid,-6.21875,-6.21875
Oatcake,-5.84375,-5.84375
Phyllopteryx,-5.625,-5.625
Whirlbat,-5.375,-5.375
Plumrock,-5.96875,-5.96875
Bander,-5.84375,-5.84375
Pagehood,-5.9375,-5.9375
Lyretail,-5.46875,-5.46875
Nabcheat,-5.59375,-5.59375
Pawnbrokerage,-6.21875,-6.21875
Cruzadoes,-5.96875,-5.96875
Aurang,-5.71875,-5.71875
Insidious,-5.59375,-5.59375
Stretchers,-5.84375,-5.84375
Seenil,-5.9375,-5.9375
Paracresol,-5.96875,-5.96875
Descendant,-5.6875,-5.6875
Megalornis,-5.59375,-5.59375
Clapcake,-5.59375,-5.59375
Washbrew,-5.71875,-5.71875
Bishopbird,-5.625,-5.625
Fickle,-5.71875,-5.71875
Poecilitic,-5.84375,-5.84375
Gnomesque,-5.59375,-5.59375
Yankeefy,-5.375,-5.375
Underdraw,-5.6875,-5.6875
Multiracial,-5.96875,-5.96875
Hydropsy,-5.59375,-5.59375
Urethroplastic,-5.71875,-5.71875
Verglases,-5.84375,-5.84375
Oustiti,-5.96875,-5.96875
Hookmaker,-5.46875,-5.46875
Anomaloscope,-5.8125,-5.8125
Tindery,-5.59375,-5.59375
Duenesses,-5.59375,-5.59375
Misfields,-5.9375,-5.9375
Pimplinae,-5.71875,-5.71875
Stellas,-5.8125,-5.8125
Pogonias,-5.84375,-5.84375
Sulcatorimose,-5.84375,-5.84375
Rediminish,-5.9375,-5.9375
Lactotoxin,-5.96875,-5.96875
Aneurysms,-5.96875,-5.96875
Redistribute,-5.8125,-5.8125
Tieless,-5.6875,-5.6875
Rigoristic,-5.59375,-5.59375
Woodlands,-5.8125,-5.8125
Nacionalista,-5.71875,-5.71875
Saccos,-5.84375,-5.84375
Parosteal,-5.96875,-5.96875
Swordsmen,-6.09375,-6.09375
Jungli,-5.875,-5.875
Accerse,-5.71875,-5.71875
Counterpotency,-5.96875,-5.96875
Untack,-5.96875,-5.96875
Chinaroot,-6.0625,-6.0625
Junipers,-5.96875,-5.96875
Muscovites,-6.3125,-6.3125
Glowbird,-5.625,-5.625
Antiprimer,-5.9375,-5.9375
Outsmiles,-5.84375,-5.84375
Javelin,-5.71875,-5.71875
Diaskeuasis,-6.1875,-6.1875
Coconucan,-5.625,-5.625
Rubles,-5.71875,-5.71875
Bullan,-5.96875,-5.96875
Carpals,-5.8125,-5.8125
Extortive,-5.59375,-5.59375
Chikara,-5.96875,-5.96875
Ascorbate,-6.09375,-6.09375
